text,day,weekday,month,year,text_nt,day_bool,month_bool,year_bool,day_match,month_match,year_match,match
يومي الثلاثاء والأحد النصف من جمادى الآخر والعشرين من سنة ست وستين وخمس مائة ,20,,6.0,566,"['يومي', 'الثلاثاء', 'والاحد', 'النصف', 'من', 'جمادى', 'الاخر', 'والعشرين', 'من', 'سنة', 'ست', 'وستين', 'وخمس', 'مائة']",False,False,True,,,566.0,"<re.Match object; span=(0, 77), match=' يومي الثلاثاء والاحد النصف من جمادى الاخر والعشر>"
 يوم الأحد ثامن عشري القعدة سنة ثلاث عشرة وسبعمئة,28,Yawm al-ahad,11.0,713,"['يوم', 'الاحد', 'ثامن', 'عشري', 'القعدة', 'سنة', 'ثلاث', 'عشرة', 'وسبعمئة']",False,False,True,,,713.0,"<re.Match object; span=(0, 49), match=' يوم الاحد ثامن عشري القعدة سنة ثلاث عشرة وسبعمئة>"
يوم الاثنين [...] شعبان المبارك سنة سبع وستين وستمئة ,,Yawm al-ithnayn,8.0,667,"['يوم', 'الاثنين', '.', '.', '.', 'شعبان', 'المبارك', 'سنة', 'سبع', 'وستين', 'وستمئة']",True,False,True,,,667.0,"<re.Match object; span=(18, 53), match=' شعبان المبارك سنة سبع وستين وستمئة'>"
الخميس مستهل ذي الحجة الحرام من سنة ثلاث وثمانين وستمائة,1-3,Yawm al-khamis,1.0,683,"['الخميس', 'مستهل', 'ذي', 'الحجة', 'الحرام', 'من', 'سنة', 'ثلاث', 'وثمانين', 'وستمائة']",,False,True,,,683.0,"<re.Match object; span=(0, 57), match=' الخميس مستهل ذي الحجة الحرام من سنة ثلاث وثمانين>"
يوم الإثنين خامس عشر ذي [الـ]قعدة الحرام سنة ست وستين وسبع مائة,15,Yawm al-ithnayn,11.0,766,"['يوم', 'الاثنين', 'خامس', 'عشر', 'ذي', 'القعدة', 'الحرام', 'سنة', 'ست', 'وستين', 'وسبع', 'مائة']",False,False,True,,,766.0,"<re.Match object; span=(0, 61), match=' يوم الاثنين خامس عشر ذي القعدة الحرام سنة ست وست>"
يوم السبت حادي وعشرين ذي الحجة [...] ستمائة,21,Yawm al-sabt,12.0,؟؟6,"['يوم', 'السبت', 'حادي', 'وعشرين', 'ذي', 'الحجة', '.', '.', '.', 'ستمائة']",False,False,False,,,,
في شهر رجب,,,7.0,609,"['في', 'شهر', 'رجب']",False,False,False,,,,
العاشر من رجب المبارك الواقع في شهور سنة إحدى عشرة وستمائة,10,,7.0,611,"['العاشر', 'من', 'رجب', 'المبارك', 'الواقع', 'في', 'شهور', 'سنة', 'احدى', 'عشرة', 'وستمائة']",False,False,True,,,611.0,"<re.Match object; span=(0, 59), match=' العاشر من رجب المبارك الواقع في شهور سنة احدى عش>"
ربيع الآخر وجمادى الأول من سنة سبع وسبعين وستمائة,,,5.0,677,"['ربيع', 'الاخر', 'وجمادى', 'الاول', 'من', 'سنة', 'سبع', 'وسبعين', 'وستمائة']",True,False,True,,,677.0,"<re.Match object; span=(0, 50), match=' ربيع الاخر وجمادى الاول من سنة سبع وسبعين وستمائ>"
يوم الأربعاء الرابع والعشرين من ربع الآخر سنة سبع وسبعين وستمائة,24,Yawm al-arba'a,4.0,677,"['يوم', 'الاربعاء', 'الرابع', 'والعشرين', 'من', 'ربع', 'الاخر', 'سنة', 'سبع', 'وسبعين', 'وستمائة']",False,False,True,,End of,677.0,"<re.Match object; span=(0, 65), match=' يوم الاربعاء الرابع والعشرين من ربع الاخر سنة سب>"
لسبع عشرة ليلة مضت من محرم أول شهور سنة ثلاث وستين وستمائة,17,,1.0,663,"['لسبع', 'عشرة', 'ليلة', 'مضت', 'من', 'محرم', 'اول', 'شهور', 'سنة', 'ثلاث', 'وستين', 'وستمائة']",False,False,True,,,663.0,"<re.Match object; span=(0, 59), match=' لسبع عشرة ليلة مضت من محرم اول شهور سنة ثلاث وست>"
سادس شهور رمضان المعظم قدره سنة اثنتين وسبعين وثمانماية,6,,9.0,872,"['سادس', 'شهور', 'رمضان', 'المعظم', 'قدره', 'سنة', 'اثنتين', 'وسبعين', 'وثمانماية']",False,False,True,,,872.0,"<re.Match object; span=(0, 56), match=' سادس شهور رمضان المعظم قدره سنة اثنتين وسبعين وث>"
في سنة اثنتين وأربعين وستمائة في شعبان,,,8.0,642,"['في', 'سنة', 'اثنتين', 'واربعين', 'وستمائة', 'في', 'شعبان']",True,False,True,,,642.0,"<re.Match object; span=(0, 30), match=' في سنة اثنتين واربعين وستمائة'>"
الثاني عشر من جمادى الآخرة منه سنة سبع وتسعين وخمس مائة,12,,6.0,597,"['الثاني', 'عشر', 'من', 'جمادى', 'الاخرة', 'منه', 'سنة', 'سبع', 'وتسعين', 'وخمس', 'مائة']",False,False,True,,,597.0,"<re.Match object; span=(0, 56), match=' الثاني عشر من جمادى الاخرة منه سنة سبع وتسعين وخ>"
يوم السبت ثاني شعبان المبارك سنة خمس وسبعين وستمئة,2,Yawm al-sabt,8.0,675,"['يوم', 'السبت', 'ثاني', 'شعبان', 'المبارك', 'سنة', 'خمس', 'وسبعين', 'وستمئة']",False,False,True,,,675.0,"<re.Match object; span=(0, 51), match=' يوم السبت ثاني شعبان المبارك سنة خمس وسبعين وستم>"
 يوم الثلاثاء الثامن والعشرين من شهر جمادى الآخر الذي من سنة أربع وستين وستمائة,28,Yawm al-thalatha,6.0,664,"['يوم', 'الثلاثاء', 'الثامن', 'والعشرين', 'من', 'شهر', 'جمادى', 'الاخر', 'الذي', 'من', 'سنة', 'اربع', 'وستين', 'وستمائة']",False,False,True,,,664.0,"<re.Match object; span=(0, 79), match=' يوم الثلاثاء الثامن والعشرين من شهر جمادى الاخر >"
شهر ربيع اللآخر سنة سبع وتسعين وخمس مائة,,,4.0,597,"['شهر', 'ربيع', 'اللاخر', 'سنة', 'سبع', 'وتسعين', 'وخمس', 'مائة']",True,False,True,,,597.0,"<re.Match object; span=(0, 41), match=' شهر ربيع اللاخر سنة سبع وتسعين وخمس مائة'>"
يوم الاثنين الحادي عشر [محرم؟] من سنة سبع وأربعين وخمسماية,11,Yawm al-ithnayn,1.0,547,"['يوم', 'الاثنين', 'الحادي', 'عشر', 'محرم', '؟', 'من', 'سنة', 'سبع', 'واربعين', 'وخمسماية']",False,False,True,,,547.0,"<re.Match object; span=(30, 58), match=' من سنة سبع واربعين وخمسماية'>"
يوم الاثنين سابع شهر رمضان لسنة أربع وثلاثين وستمائة,7,Yawm al-ithnayn,9.0,634,"['يوم', 'الاثنين', 'سابع', 'شهر', 'رمضان', 'لسنة', 'اربع', 'وثلاثين', 'وستمائة']",False,False,False,,,,
 يوم الثلاثاء من شهر ذي القعدة الحرام من شهور سنة ست وستين وثمان مائة,,Yawm al-thalatha,11.0,866,"['يوم', 'الثلاثاء', 'من', 'شهر', 'ذي', 'القعدة', 'الحرام', 'من', 'شهور', 'سنة', 'ست', 'وستين', 'وثمان', 'مائة']",True,False,True,,,866.0,"<re.Match object; span=(0, 69), match=' يوم الثلاثاء من شهر ذي القعدة الحرام من شهور سنة>"
يوم الجمعة لثلاث بقين من جمدى الأولى من سنة ست وثمانين وستمائة,27,Yawm al-juma,5.0,686,"['يوم', 'الجمعة', 'لثلاث', 'بقين', 'من', 'جمدى', 'الاولى', 'من', 'سنة', 'ست', 'وثمانين', 'وستمائة']",False,False,True,,,686.0,"<re.Match object; span=(0, 63), match=' يوم الجمعة لثلاث بقين من جمدى الاولى من سنة ست و>"
يوم الثلاثاء رابع عشر شهر شعبان المبارك سنة تسع وثمانين وستمائة ,14,Yawm al-thalatha,8.0,689,"['يوم', 'الثلاثاء', 'رابع', 'عشر', 'شهر', 'شعبان', 'المبارك', 'سنة', 'تسع', 'وثمانين', 'وستمائة']",False,False,True,,,689.0,"<re.Match object; span=(0, 64), match=' يوم الثلاثاء رابع عشر شهر شعبان المبارك سنة تسع >"
يوم الاثنين الثالث من ذي الحجة كلاهما من سنة أربع عشرة وسبعمائة ,3,Yawm al-ithnayn,12.0,714,"['يوم', 'الاثنين', 'الثالث', 'من', 'ذي', 'الحجة', 'كلاهما', 'من', 'سنة', 'اربع', 'عشرة', 'وسبعمائة']",False,False,True,,,714.0,"<re.Match object; span=(0, 64), match=' يوم الاثنين الثالث من ذي الحجة كلاهما من سنة ارب>"
حادي عشر شعبان المعظم سنة ست عشرة ومائة وألف,11,,8.0,1116,"['حادي', 'عشر', 'شعبان', 'المعظم', 'سنة', 'ست', 'عشرة', 'ومائة', 'والف']",False,False,False,,,116.0,"<re.Match object; span=(0, 40), match=' حادي عشر شعبان المعظم سنة ست عشرة ومائة'>"
العشر الأخير من جمادى الأخير من سنة ثلاث وستين وستمائة,21-30,,6.0,663,"['العشر', 'الاخير', 'من', 'جمادى', 'الاخير', 'من', 'سنة', 'ثلاث', 'وستين', 'وستمائة']",,False,True,,,663.0,"<re.Match object; span=(0, 55), match=' العشر الاخير من جمادى الاخير من سنة ثلاث وستين و>"
يوم الثلاثاء من شهر ذي القعدة الحرام من شهور سنة ست وستين وثمان مائة,,Yawm al-thalatha,11.0,866,"['يوم', 'الثلاثاء', 'من', 'شهر', 'ذي', 'القعدة', 'الحرام', 'من', 'شهور', 'سنة', 'ست', 'وستين', 'وثمان', 'مائة']",True,False,True,,,866.0,"<re.Match object; span=(0, 69), match=' يوم الثلاثاء من شهر ذي القعدة الحرام من شهور سنة>"
 خمس مائة,,,,500,"['خمس', 'مائة']",False,False,False,,,,
الاثنين التاسع من شهر رجب الفرد الحرام عام اثنتين وتسعمائة,9,Yawm al-ithnayn,7.0,902,"['الاثنين', 'التاسع', 'من', 'شهر', 'رجب', 'الفرد', 'الحرام', 'عام', 'اثنتين', 'وتسعمائة']",False,False,True,,,902.0,"<re.Match object; span=(0, 59), match=' الاثنين التاسع من شهر رجب الفرد الحرام عام اثنتي>"
