year,month,month_str,day,category,match,place
24.0,9,رمضان,3.0,birth, ومولده في يوم الاثنين ثالث رمضان سنة اربع وعشرين,
,,,20.0,, وبها نشا وتزوج وباشر الاذان بباب العمرة كابيه ثم سافر الى اليمن والديار المصرية غير مرة وانقطع بمصر نحو عشرين سنة,
17.0,End of,اخر,,death, مات في اخر سنة سبع عشرة,
20.0,,,,death, مات في حدود سنة عشرين,
773.0,,,,birth, ولد سنة ثلاث وسبعين وسبعمائة,
,,,,, وحج قبل القرن سنة,
18.0,,,,samia, وتردد الى القاهرة مرارا قرا في بعضها من البخاري على شيخنا بل سمع جميعه في سنة ثماني عشرة,
38.0,,,,laqiya, افرده بديوان سماه الجوهر الثمين في مدح سيد المرسلين صلى الله عليه وسلم ولقيه ابن فهد والبقاعي وغيرهما في سنة ثمان وثلاثين بالمحلة,المحلة
20.0,,,,, قال توفي سنة عشرين,
787.0,,,,birth, ولد في سنة سبع وثمانين وسبعمائة بمكة,مكة
,,,30.0,, ودخل بلاد سواكن من مدة تزيد على ثلاثين سنة,
56.0,,,,death, وصار يحج غالبا وربما جاور ثم انقطع عن الحج من بعد الاربعين بقليل واستمر حتى مات هناك في اوائل سنة ست وخمسين,
39.0,9,رمضان,15.0,death, مات بمكة في يوم الجمعة خامس عشري رمضان سنة تسع وثلاثين,
2.0,,,12.0,death, مات في ثاني عشر سنة اثنتين,
755.0,,,,, وقد نيف على السبعين واما ابوه فكانت وفاته في سنة خمس وخمسين وسبعمائة,
861.0,,,,birth, ولد تقريبا سنة احدى وستين وثمانمائة بحدرة,حدرة
831.0,,,,birth, ولد في سنة احدى وثلاثين وثمانمائة بالقاهرة,القاهرة
93.0,,,,, وحج غير مرة وجاور سنة ثلاث وتسعين بجماعته,جماعته
88.0,2,صفر,5.0,death, ومات مزاحما للخمسين ظنا في ليلة خامس صفر سنة ثمان وثمانين بعد,عد
837.0,6,جمادى الاخرة,,birth, ولد في جمادى الاخرة سنة سبع وثلاثين وثمانمائة بالقاهرة,القاهرة
57.0,1,محرم,,death, ومات وهو في الكهولة بقطيا في اوائل المحرم سنة سبع وخمسين,
95.0,,,,samia, ممن سمع مني في سنة خمس وتسعين,
882.0,11,ذي القعدة,,birth, ولد في مستهل ذي القعدة سنة اثنتين وثمانين وثمانمائة,
843.0,5,جمادى الاولى,12.0,birth, ولد في يوم الاحد ثاني عشر جمادى الاولى سنة ثلاث واربعين وثمانمائة,
4.0,,,,, ورايت من ارخه سنة اربع بمكة,مكة
68.0,3,ربيع الاول,,death, مات في اخر يوم الثلاثاء منتصف ربيع الاول سنة ثمان وستين,
29.0,,,,ijaza, شعر وابي المعالي الصالحي وابي الفتح المراغي والتقي بن فهد وابراهيم الزمزمي وابن اخيه عبد السلام واجاز له في سنة تسع وعشرين,
61.0,2,صفر,2.0,death, مات في ضحى يوم الخميس ثاني صفر سنة احدى وستين,
794.0,,,,birth, ولد في سنة اربع وتسعين وسبعمائة,
99.0,,,,, كما رايته بخطه ويتايد باثبات كونه كان في الخامسة سنة تسع وتسعين,
96.0,,,,, وحينئذ فمن قال انه في سنة ست وتسعين,
84.0,11,ذي القعدة,18.0,death, تقدمه في السن لكونه فيما يظهر لم يتزوج الا بعد الاربعين ومتع بمواته الى ان مات في ليلة الخميس ثامن عشري ذي القعدة سنة اربع وثمانين,
732.0,,,,birth, ولد سنة اثنتين وثلاثين وسبعمائة,
15.0,,,,laqiya, والثاني من حديث ابي نجيح وحدث سمع منه شيخنا وذكره في معجمه وابن خطيب الناصرية وكان لقيه له في سنة خمس عشرة,
15.0,,,,, وقال المقريزي في عقوده انه توفي بعد سنة خمس عشرة,
797.0,3,ربيع الاول,12.0,birth, ولد في يوم الجمعة ثاني عشر ربيع الاول سنة سبع وتسعين وسبعمائة بمكة,مكة
61.0,7,رجب,11.0,, ات في عشاء ليلة السبت حادي عشر رجب سنة احدى وستين بمكة,مكة
806.0,,,,, بن عبد الكافي بن عبد الوهاب البليني هكذا ذكره شيخنا في سنة ست وثمانمائة,
,,,,, من انبائه وهو سهو بمائة سنة,
706.0,,,,, سواء فوفقته سنة ست وسبعمائة,
91.0,8,شعبان,,death, وعرض له ضربان في رجليه فانقطع به مدة وسافر لمكة فجاور بها حتى مات في شعبان سنة احدى وتسعين,
92.0,5,جمادى الاولى,17.0,death, مات في سابع عشر جمادى الاولى سنة اثنتين وتسعين,
65.0,9,رمضان,12.0,death, ومات في يوم الاربعاء ثاني عشري رمضان سنة خمس وستين بمكة,مكة
12.0,,,,death, مات بحرض في سنة اثنتي عشرة,
,,,,, عن اربعين سنة,
92.0,3,ربيع الاول,13.0,death, مات في يوم الجمعة ثالث عشر ربيع الاول سنة اثنتين وتسعين,
790.0,,,,, المكي الحنبلي نزيل صالحية دمشق والاتي ابوه وابن اخي االشهاب احمد بن موسى المذكور في المكيين للفاسي وانه توفي سنة تسعين وسبعمائة,
807.0,3,ربيع الاول,10.0,birth, ولد في ليلة الجمعة عشري ربيع الاول سنة سبع وثمانمائة بمكة,مكة
41.0,9,رمضان,,death, مات في اوائل رمضان سنة احدى واربعين بدمشق,دمشق
25.0,10,شوال,,birth, مولده في شوال سنة خمس وعشرين بالقاهرة,القاهرة
96.0,5,جمادى الاولى,4.0,death, البقاء بن الجيعان ولذلك كان كثير الامداد له في حال انقطاعه حتى مات بعد تعلله مدة صبيحة يوم الثلاثاء رابع جمادى الاولى سنة ست وتسعين,
796.0,,,,birth, ولد سنة ست وتسعين وسبعمائة,
,,,,ijaza, وسمع من الزينين ابي بكر المراغي والطبري والشمس الشامي وابن الجزري والجمال بن ظهيرة واجاز له في سنة,
26.0,,,,death, مات سنة ست وعشرين بمكة,مكة
42.0,,,,, ذكره ابن فهد وغيره وكان حيا سنة اثنتين واربعين,
765.0,,,,birth, ولد في سنة خمس وستين وسبعمائة,
761.0,,,,birth, قال شيخنا في انبائه ولد سنة احدى وستين وسبعمائة,
26.0,3,ربيع الاول,,death, ودهاء ورام الاستقرار بعده عند الولي العراقي فابعده فلما صرف بابن البلقيني الاصغر خدمه الى ان مات وذلك في ربيع الاول سنة ست وعشرين بعد,عد
21.0,,,,death, مات بها في سنة احدى وعشرين,
804.0,,,,samia, سمع منه شيخنا التقي ابو بكر القلقشندي نسخة ابراهيم بن سعد في سنة اربع وثمانمائة,
770.0,3,ربيع الاول,,birth, ولد في ربيع الاول سنة سبعين وسبعمائة,
60.0,,,,, وقال شيخنا في معجمه سنة ستين,
,,,,, تقريبا وفي انبائه سنة بضع,ضع
71.0,,,,qaraa, وقاضيها الشهاب احمد الزهري الفقه واصوله ومما اخذه عن الاخير المختصر ما بين قراءة وسماع واذن له في الافتاء سنة احدى وسبعين,
22.0,10,شوال,6.0,, وحج من دمشق غير مرة وجاور بمكة ثلاث سنين متفرقة وكانت وفاته بها مبطونا في ظهر يوم الخميس سادس شوال سنة اثنتين وعشرين,
,,,,, وله اثنتان وستون سنة,
95.0,,,,, وذكره التقي بن قاضي شهبة في طبقاته فقال اجزت له محبة سنة خمس وتسعين,
91.0,,,,samia, ابيه وغيره من حفظه من اول المنهاج الى التيمم وسمع من لفظي المسلسل واوائل الكتب الستة كل ذلك في سنة احدى وتسعين بمنزلي,منزلي
94.0,12,ذي الحجة,,, بن عبد الله بن حسن بن ابي بكر العامري الحرضي اليماني ممن اخذ عني بمكة في ذي الحجة سنة اربع وتسعين,
710.0,,,,, بن طوغان بن عبد الله الشهاب الاوحدي نسبة لبيبرس الاوحدي نائب القلعة لكون جده لما قدم من بلاد الشرق سنة عشر وسبعمائة,
761.0,1,محرم,,birth, ولد في المحرم سنة احدى وستين وسبعمائة,
,,,10.0,, وتلا بالسبع بل بالاربع عشرة على التقي البغدادي وكذا لازم الفخر البلبيسي الامام في ذلك اثنتي عشرة سنة,
11.0,5,جمادى الاولى,19.0,death, مات في تاسع عشري جمادى الاولى سنة احدى عشرة,
7.0,12,ذي الحجة,4.0,, توفي محرما ملبيا في ليلة الخميس رابع ذي الحجة سنة سبع,
5.0,5,جمادى الاولى,,death, دروسه وكان ذكيا صاحب فنون لكنه غير متثبت في النقل ولازم عبد الله الحجاجي المجذوب الى ان مات في جمادى الاولى سنة خمس,
96.0,11,ذي القعدة,,samia, سمع على المؤرخ ناصر الدين بن الفرات في ذي القعدة سنة ست وتسعين,
53.0,3,ربيع,,, وارخه بعضهم بربيع الاول سنة ثلاث وخمسين,
94.0,,,,samia, سمع عليه المجد امام الصرغتمشية في سنة اربع وتسعين,
70.0,,,,samia, اشتغل وسمع عن التقي بن فهد وغيره وسافر لبر سواكن قريبا من سنة سبعين,
93.0,,,,, وهو الان سنة ثلاث وتسعين,
33.0,,,,, الفرار الى مكة رجاء ازالة قهره والمه فلما بلغ الظاهر ذلك قتل اخاه ونهب بيوتهما وازل نعمتهم وذلك في سنة ثلاث وثلاثين,
790.0,,,,birth, الاتي هو وابوه من بيت كبير لهم شهرة وجلالة بشيراز ذكرت في تاريخي الكبير فهم جملة ولد تقريبا في سنة تسعين وسبعمائة,
71.0,,,,death, ومات وقد عمر قريبا من سنة احدى وسبعين,
806.0,,,,ijaza, واما بالاجازة فكثير كالجمال ابي الفضل محمد بن علي النويري وممن قبلهم كان ابن صديق اجاز له في سنة ست وثمانمائة,
820.0,,,,birth, ولد بمنا وهلة بالقرب من منوف سنة عشرين وثمانمائة,
,,,20.0,qaraa, النور البلبيسي وقرا ببعض الروايات على الزين جعفر السنهوري وكذا حفظ المنهاج ولازم العبادي في الفقه في اكثر من عشرين سنة,
91.0,End of,اخر,,qaraa, قرا علي في مجاورتي بها اربعي النووي ثم قدم وابوه القاهرة فاجتمعا في اخر سنة احدى وتسعين,
800.0,End of,اخر,,birth, ولد في اواخر سنة ثمانمائة,
81.0,10,شوال,8.0,death, ومات بعد ان ورث العز وغيره وكونه لم يحصل على طائل في ليلة الثامن من شوال سنة احدى وثمانين,
61.0,4,ربيع الاخر,11.0,death, مات بها في يوم الجمعة حادي عشر ربيع الاخر سنة احدى وستين,
55.0,3,ربيع الاول,,death, باس به مقلا لكونه سافر الى كنباية فارتاش بحيث اشترى بمكة بعد عوده دارا واستمر بها حتى مات في ربيع الاول سنة خمس وخمسين,
770.0,,,,birth, ولد تقريبا سنة سبعين وسبعمائة,
44.0,8,شعبان,18.0,death, مات في يوم الاحد ثامن عشر شعبان سنة اربع واربعين بالقاهرة,القاهرة
1.0,,,,, مع ابيه الى بلقينة ثم بمفرده الى القاهرة فلازم الشيخ محمد الحنفي سنين ثم تحول الى مكة فقدمها في سنة احدى,
,,,10.0,, وهو ابن ثماني عشرة سنة,
47.0,10,شوال,,death, فقطنها حتى مات في شوال سنة سبع واربعين,
809.0,,,,birth, ولد كما اخبرني به في سنة تسع وثمانمائة,
15.0,,,,, وكذا نقله غيري عنه وانه في اوائلها وزعم البقاعي انه اخبره بانه في حدود سنة خمس عشرة,
44.0,,,,, الى غزة ثم الى الرملة ثم الى بيت المقدس ثم الى الشام ثم الى القاهرة ومكة وجاور بها في سنة اربع واربعين,
36.0,,,,, وعقد مجلس الوعظ قديما من سنة ست وثلاثين,
70.0,6,جمادى الثانية,16.0,death, الى ان تعلل من يده من وقعة في الحمام كسرت منها رجله فيما قيل ثم مات في ليلة الاربعاء سادس عشري جمادى الثانية سنة سبعين,
78.0,5,جمادى الاولى,,death, مات بمكة في جمادى الاولى سنة ثمان وسبعين,
24.0,,,,, عم له ثم بان بان بنيهما رضاعا فحجبت عنه مع مزيد حبه لها وكاد يموت بل كان ذلك في سنة اربع وعشرين بعد,عد
,,,,, التجار بعدن بولد له صاحب الترجمة بها ثم انتقل مع ابيه الى مكة واقام بها معه وبعده نحو اربعين سنة,
20.0,5,جمادى الاولى,,, ربما سافر في بعض السنين الى اليمن لحاجة ثم يعود الى ان توجه اليها مرة فادركه الاجل بجدة في جمادى الاولى سنة عشرين,
17.0,,,,birth, الجمال موسى بن البدر بن جميع على ابنته وكان له ولد اسمه محمد ويلقب بالجمال توفي قبله بمكة في سنة سبع عشرة,
829.0,11,ذي القعدة,18.0,birth, ولد في ثامن عشري ذي القعدة سنة تسع وعشرين وثماني مائة,
53.0,,,,istaqara, والشهاب الخواص وسمع على شيخنا وغيره وتعانى الادب وتميز وشارك في الفضائل واستقر في موقعي الدست وناب في القضاء في سنة ثلاث وخمسين,
810.0,4,ربيع الاخر,17.0,birth, ولد في صبيحة يوم الاحد سابع عشر ربيع الاخر سنة عشر وثمانمائة بالقاهرة,القاهرة
90.0,4,ربيع الثاني,8.0,death, ثم اصيب بالفالج وانقطع مدة تزيد على عشر سنين مديما للتلاوة فيما بلغني الى ان مات في ليلة السبت ثامن ربيع الثاني سنة تسعين,
739.0,5,جمادى الاول,,birth, ولد في العشر الاخير من جمادى الاولى او الاخرة سنة تسع وثلاثين وسبعمائة,
7.0,9,رمضان,,death, مات في رمضان سنة سبع,
805.0,,,,, نشا بدمشق فتعاطى الشهادة وكتب جيدا وخدم البرهان التادلي ثم ولي قضاء طرابلس ثم دمشق في سنة خمس وثمانمائة,
12.0,,,,, ثلاثة اشهر ثم صرف ثم اعيد في التي بعدها فامتنع النائب من امضاء ولايته ثم اعيد من قبل شيخ سنة اثنتي عشرة,
16.0,4,ربيع الاخر,18.0,, بعد اربعة اشهر وهرب مع شيخ الى بلاد الروم وقاسى شدة فلما تسلطن شيخ ولاه قضاء الديار المصرية في ثامن عشر ربيع الاخر سنة ست عشرة بعد,عد
,,,,, الشمس محمد المدني مع كراهية شيخ له ويسميه الساحر ولكن كان ذلك بعناية بعض اهل الدولة ولم يتم له سنة,
21.0,9,رمضان,,, حتى صرف في ثاني عشر رمضان من التي تليها بالجمال عبد الله الاقفهسي ثم ولي قضاء الشام في سنة احدى وعشرين,
24.0,6,جمادى الاخرة,,, فاقام به نحو اربعة اشهر وصرف ثم اعيد في جمادى الاخرة سنة اربع وعشرين,
36.0,2,صفر,11.0,death, واستمر حتى مات في ليلة الثلاثاء حادي عشر صفر سنة ست وثلاثين,
84.0,4,ربيع الاخر,,death, مات في اواخر ربيع الاخر سنة اربع وثمانين بعد,عد
15.0,,,,samia, ممن سمع على الزين المراغي في سنة خمس عشرة,
33.0,,,,, وكتب قصيدة ابن عياش في القراءات الثلاثة في سنة ثلاث وثلاثين,
82.0,9,رمضان,5.0,death, مات وقد قارب السبعين ظنا في يوم الاربعاء خامس رمضان سنة اثنتين وثمانين بالشخونية,الشخونية
789.0,,,,, عليه حتى قتله وصار حاكما بها وتزيا بزي الامراء واتفق له مع عسكر الظاهر برقوق ما ذكر في حوادث سنة تسع وثمانين وسبعمائة,
99.0,,,,, وفي سنة تسع وتسعين,
800.0,End of,اخر,,qaraa, فامده بجريدة من عساكر الشام فلما اشرفوا على سيواس انهزم التتار منهم فقصده قرابلوك بن طور على التركماني اواخر سنة ثمانمائة,
1.0,,,,, فتقابلا فانكسر عسكر سيواس وقتل برهان الدين في المعركة اما فيها كما ارخه العيني او في اول سنة احدى,
,,,,birth, بن عبد الله شهاب الدين بن جمال الدين القوصي ثم المصري احد الشهود المميزة بمصر ولد سنة,
805.0,,,,samia, نيف وسبعين وسبعمائة واشتغل بالفقه والادب سمعنا من نظمه اشياء حسنة وحج معنا في سنة خمس وثمانمائة,
10.0,9,رمضان,12.0,death, مات في ثاني عشر رمضان سنة عشر,
27.0,,,,death, تفقه ومهر وكان يستحضر المنهاج عن ظهر قلبه وبعد تكسبه بالشهادة تركها تورعا مات سنة سبع وعشرين,
5.0,12,ذي الحجة,,death, مات في ذي الحجة سنة خمس,
9.0,,,,death, لذلك بالقاهرة سنين حتى صار بها خبيرا ثم رجع الى مكة فدام بها سنين حتى مات في يوم النحر سنة تسع,
46.0,,,,qaraa, وغيره في الحضور عند المحب بن نصر الله واختص بالشرف بن البدر البغدادي وقرا على قريبه البرهان البخاري في سنة ست واربعين,
49.0,,,,death, ومات في سنة تسع واربعين,
,,,30.0,death, ومات عن ثلاثين سنة بالطاعون,الطاعون
9.0,9,رمضان,,, في رمضان سنة تسع بالقاهرة,القاهرة
94.0,1,محرم,,, بالضرب بالمقارع والسجن بدمشق فلما فر منطاش رجع الى القاهرة وقد تمول فسعى الى ان ولي قضاء المالكية في المحرم سنة اربع وتسعين بعد,عد
99.0,7,رجب,,, فصرف في ذي القعدة منها وكذا كان بيده نظر وقف الصالح تلقاه عن العماد الكركي في رجب سنة تسع وتسعين,
3.0,7,رجب,12.0,death, ولم تحمد سيرته فيه ايضا مات معزولا في يوم الخميس ثاني عشر رجب سنة ثلاث,
40.0,8,شعبان,,death, ومات بها في شعبان سنة اربعين,
15.0,4,ربيع الاخر,4.0,death, مات في يوم الجمعة رابع ربيع الاخر سنة خمس عشرة بمكة,مكة
84.0,,,,, الله النووي شيخ نوى من القليوبية ويعرف بابن طفيش ممن تكرر نزول الاشرف قايتباي له بل حج معه في سنة اربع وثمانين,
8.0,1,محرم,,death, مات في اول المحرم سنة ثمان,
15.0,8,شعبان,,death, مات في شعبان سنة خمس عشرة بحلب,حلب
1.0,,,,death, مات سنة احدى,
2.0,3,ربيع الاول,,death, مات في ربيع الاول سنة اثنتين,
17.0,,,,death, مات سنة سبع عشرة,
15.0,5,جمادى الاولى,,, مطعونا وارخه التقي بن قاضي شهبة في جمادى الاولى سنة خمس عشرة,
19.0,10,شوال,14.0,death, عن الفراشة لابن اخته ووقف جانبا من داره بالمسفلة من مكة على اولاد اخته ومات بمكة سحر يوم الجمعة رابع عشر شوال سنة تسع عشرة,
19.0,5,جمادى الاولى,,death, الى مصر في اول الدولة المؤيدية ثم توجه رسولا الى صاحب اليمن وحصلت له دنيا ثم عاد فمات في جمادى الاولى سنة تسع عشرة,
84.0,1,محرم,10.0,death, مات في عاشر المحرم سنة اربع وثمانين,
,,,,, عن اربع وثمانين سنة,
5.0,1,محرم,,death, مات في المحرم سنة خمس,
47.0,3,ربيع الاول,,death, مات بمكة في ربيع الاول سنة سبع واربعين,
73.0,,,,, فقطنها واخذ عن علمائها وكتب بخطه جملة ومن ذلك كما وقفت عليه اوسط شروح المنهاج لابن الملقن وارخه في سنة ثلاث وسبعين,
25.0,,,,, جهات ابيهما مع كثرتها لم يخرج عنهما سوى تدريس الشامية البرانية ودرس بالعادلية الصغرى ولبس خلعة بقضاء العسكر في سنة خمس وعشرين,
33.0,,,,, فباشر اياما ثم ترك مطعونا في يوم الثلاثاء ثاني عشر بيع الاول سنة ثلاث وثلاثين,
3.0,4,ربيع الاخر,,death, ثم الشام فاقام بها فاقام بتبريز واصبهان ثم يزد ثم شيراز واقام بالمدرسة البهائية منها الى ان مات في ربيع الاخر سنة ثلاث,
,,,,, عن نيف وسبعين سنة,
791.0,2,صفر,,birth, ولد في صفر سنة احدى وتسعين وسبعمائة,
44.0,9,رمضان,13.0,death, وكان مع ذلك يلازم الجلوس بمسجد بظهر الخانقاه الشيخونية الى ان مات بالاسهال الدموي والقولنج والصرع في ليلة الاربعاء ثالث عشري رمضان سنة اربع واربعين,
25.0,,,,, وله ذكر ايضا في حوادث سنة خمس وعشرين,
816.0,9,رمضان,,birth, ولد اول ليلة من رمضان سنة ست عشرة وثمانمائة بسجين,سجين
36.0,,,,qaraa, وتحول صحبة جده لامه بعد ان قرا بعض المنهاج الى القاهرة في سنة ست وثلاثين,
36.0,7,رجب,10.0,ijaza, بل تردد لشيخنا في الرواية والدراية وقرا على السيد النسابة البخاري واجاز له في استدعاء ابن فهد المؤرخ بتاسع عشري رجب سنة ست وثلاثين,
49.0,,,,, خلق وحج مرارا اولها في سنة تسع واربعين,
56.0,,,,, بمددهم ولكن لم يتوجهوا اليه في امر يليق به بلى قد ولي مشيخة رواق ابن معمر بجامع الازهري في سنة ست وخمسين,
85.0,7,رجب,8.0,death, ان سقط وفسخ عصب رجله الايسر بحيث صار يمشي على عكاز واستمر معللا حتى مات في اخر يوم الاربعاء ثامن رجب سنة خمس وثمانين بمنزله,منزله
810.0,,,,birth, ولد قبل سنة عشر وثمانمائة بالقاهرة,القاهرة
844.0,,,,birth, ولد تقريبا سنة اربع واربعين وثمانمائة بقوج,قوج
762.0,End of,اخر,,qaraa, ولد في اواخر ذي الحجة كما قراته بخطه وهو المعتمد او في رمضان كما قاله شيخنا في انبائه سنة اثنتين وستين وسبعمائة,
79.0,,,,qaraa, اصحاب النجيب ثم من اصحاب الفخر ثم من بعدهم حتى قرا على اقرانه ومن سمع بعده وكان ابتداء قراءته سنة تسع وسبعين,
,End of,اخر,,, زاد في اخرى البارع صدر المدرسين جمال الحفاظ المعتبرين بقية السلف المتقين خادم سنة,
34.0,End of,اخر,,qaraa, في قراءة الحديث بالقصر الاسفل من القلعة باخرة بعد السراج قارئ الهداية فقرا صحيح مسلم عدة سنوات فلما كانت سنة اربع وثلاثين,
7.0,,,,istaqara, بل كان باسمه قبل ذلك اسماع الحديث بتربة الظاهر برقوق خارج باب النصر استقر فيها في سنة سبع,
35.0,5,جمادى الاولى,14.0,death, ومات في يوم الاثنين رابع عشري جمادى الاولى سنة خمس وثلاثين بالقاهرة,القاهرة
784.0,7,رجب,,birth, ولد في رجب سنة اربع وثمانين وسبعمائة,
25.0,9,رمضان,16.0,death, مات في يوم الاثنين سادس عشر رمضان سنة خمس وعشرين,
810.0,8,شعبان,,birth, ولد في شعبان سنة عشر وثمانمائة,
89.0,,,,, وانه حي في سنة تسع وثمانين,
778.0,,,,birth, ولد تقريبا سنة ثمان وسبعين وسبعمائة بالقاهرة,القاهرة
20.0,10,شوال,,, وانتهى ذلك في شوال سنة عشرين,
19.0,,,,, وحج في سنة تسع عشرة,
,,,,, وكان يذكر انه واظب القراءة في مشهد الليث نحو خمسين سنة,
52.0,1,محرم,11.0,death, مات في يوم الاربعاء حادي عشري المحرم سنة اثنتين وخمسين,
893.0,,,,qaraa, قرا عليه يوسف بن احمد الاتي المصابيح في سنة ثلاث وتسعين وثمانمائة,
771.0,,,,birth, ولد سنة احدى وسبعين وسبعمائة,
26.0,5,جمادى الاولى,,death, مات مطعونا في جمادى الاولى سنة ست وعشرين,
61.0,5,جمادى الاولى,,ijaza, اجازه بها وباقرائها وبماله من تصنيف نظما ونثرا وذلك في جمادى الاولى سنة احدى وستين,
30.0,,,,death, نشا بالقاهرة واشتغل وفضل في فنون وربما اقرا وحج وجاور مع ابويه ومات في حياتهما شابا قبيل سنة ثلاثين بعد,عد
86.0,,,,, وحج غير مرة وجاور سنة ست وثمانين,
1.0,2,صفر,,death, مات في صفر سنة احدى,
,,,,, عن ثمانين سنة,
97.0,,,,ijaza, ذكره شيخنا في معجمه وقال انه اجاز له في سنة سبع وتسعين,
93.0,3,ربيع,,, ابي بكر بن ابي ظهيرة المكي الحنبلي ابن اخي المحب قاضي جدة عرض علي قبل بلوغه او معه في ربيع سنة ثلاث وتسعين,
95.0,10,شوال,,death, عقبة اليماني الحضرمي ثم المكي نزيل القاهرة احد من يعتقده الكثير من الناس دام بالقاهرة مدة حتى مات في شوال سنة خمس وتسعين بتربة,تربة
90.0,,,,birth, ولد تقريبا سنة تسعين بالقاهرة,القاهرة
35.0,,,,, وحج في سنة خمس وثلاثين,
67.0,12,ذي الحجة,7.0,death, مات في ليلة الاثنين سابع ذي الحجة سنة سبع وستين,
774.0,10,شوال,7.0,birth, ولد في سابع شوال سنة اربع وسبعين وسبعمائة,
1.0,,,,, وقيل سنة احدى بدمشق,دمشق
802.0,,,,samia, الفقه وشيء من العلوم وسمع الحديث ولكن لم يصرف همته لذلك ولي نظر العذراوية ثم نظر الجامع الاموي في سنة اثنتين وثمانمائة,
20.0,End of,اخر,,, نظر الجيش لنوروز مدة لطيفة ثم عزل وصودر واخرجت جهاته ثم استرجعها وولي كتابة السر بدمشق في الايام المؤيدية سنة عشرين بعد,عد
27.0,5,جمادى الاولى,,istaqara, حج اولا وثانيا فلما استقر النجم في كتابة سر مصر استقل هذا بقضاء الشام في الايام الاشرفية وذلك في جمادى الاولى سنة سبع وعشرين,
32.0,12,ذي الحجة,,istaqara, جيشها بعد البدر حسين فدام نحو عشرة اشهر ثم استقر في كتابة سر مصر بعد جلال بن مزهر في منتصف ذي الحجة سنة اثنتين وثلاثين,
15.0,,,,birth, وتكسب بالشهادة ولم يتميز في العلم مع دين وستر وقد انهرم والظاهر كما قال لي ولده ان مولده تقريبا سنة خمس عشرة,
99.0,,,,, وهو سنة تسع وتسعين,
53.0,1,محرم,14.0,death, ولم يلبث ان مات بالطاعون في يوم الاحد رابع عشر المحرم سنة ثلاث وخمسين,
824.0,,,,birth, ولد في سنة اربع وعشرين وثمانمائة,
87.0,,,,, وجاور بعد شيخه مع اخت المحب التي كانت زوجا للدويدار سنة سبع وثمانين,
805.0,,,,samia, سمع من شيخنا في سنة خمس وثمانمائة,
770.0,,,,birth, ولد سنة سبعين وسبعمائة,
92.0,,,,, وحج في سنة اثنتين وتسعين,
48.0,12,ذي الحجة,,death, لقيه السنباطي والبقاعي واخرون ومات في ذي الحجة سنة ثمان واربعين بالجيزة,الجيزة
760.0,,,,birth, نسبة لقرية من قريات حلب الحنبلي شيخ الفقراء بتلك الناحية ويعرف بابن المحن ممن اثبته البقاعي وانه ولد في سنة ستين وسبعمائة,
780.0,2,صفر,,birth, ولد في صفر سنة ثمانين وسبعمائة بمكة,مكة
27.0,4,ربيع الاخر,,death, مات في ربيع الاخر سنة سبع وعشرين,
756.0,,,,birth, ولد سنة ست وخمسين وسبعمائة,
21.0,6,جمادى الاخرة,10.0,death, مات في يوم السبت عاشر جمادى الاخرة سنة احدى وعشرين,
,,,,, وله خمس وستون سنة,
790.0,3,ربيع الاول,,birth, ولد في مستهل ربيع الاول سنة تسعين وسبعمائة بالقاهرة,القاهرة
802.0,9,رمضان,,qaraa, ونشا بها فقرا القران على ابيه وصلى به في رمضان سنة اثنتين وثمانمائة,
48.0,End of,اخر,,, الاجواق ورافق ابن الركاب في ذلك وقتا وصار باخرة يكرهها لما فيها من التمطيط وشبهه ولذا تركها وحج في سنة ثمان واربعين,
60.0,12,ذي الحجة,,death, الجلال البكري وكان صالحا خيرا كثير التلاوة والتسبيح والتهجد وادمان الصوم واستمر على الطريق الحسنة حتى مات في اواخر ذي الحجة سنة ستين,
849.0,,,,birth, ولد سنة تسع واربعين وثمانمائة,
90.0,6,جمادى الثانية,2.0,death, مات في يوم الاربعاء ثاني جمادى الثانية سنة تسعين,
14.0,,,,, ارخه شيخنا في انبائه سنة اربع عشرة,
844.0,10,شوال,15.0,birth, ولد بعد عصر يوم الخميس خامس عشر شوال سنة اربع واربعين وثمانمائة بميدان,ميدان
58.0,,,,ijaza, اخته المحب والشمني ومن المالكية السنباطي ومن الحنابلة العز الكناني والنور بن الرزاز واجازه كلهم وكان اول عرضه في سنة ثمان وخمسين,
51.0,,,,samia, بل اخبر انه سمع في صغره مع والده على شيخنا في الاملاء وغيره وكذا مكة حين كان مجاورا معه في سنة احدى وخمسين,
71.0,7,رجب,,, على ابي الفتح المراغي والشهاب الزفتاوي وحج مع الرجبية في سنة احدى وسبعين,
94.0,,,,, مما كان السبب في عزله واسوا من ذلك انه عمل مؤلفا حين تحدث الملك بجباية شهرين من الاماكن في سنة اربع وتسعين,
87.0,,,,death, العلم بانه قبل موته اقر ثم ضبط وحفظ مما اطمان به في الجملة وسافر لمكة في البحر بعياله اثناء سنة سبع وثمانين,
852.0,12,ذي الحجة,,birth, ولد في ذي الحجة سنة اثنتين وخمسين وثمانمائة بالمنزلة,المنزلة
70.0,,,,, وعرض على المناوي والشمني والاقصرائي والكافياجي والفخر السيوطي وجماعة واخذ عن العبادي والفخر المقسمي ولازم تقسيمهما في الفقه من سنة سبعين,
74.0,,,,, وحج في سنة اربع وسبعين,
97.0,,,,, بالاعراض عنه ويابى الله الا ما اراد ثم انه سافر في البحر وطلع منه لجدة في ليالي الحج من سنة سبع وتسعين,
