,book_id,text,volume,page,book_title,section_title,subsection_title,corrected_id,part_of_multi_ids,entry_type,text_nt
3551,," شاهين غزالي . في شاهين الرومي .
",3,295," حرف الشين المعجمة 
",,,False,False,alt,"['شاهين', 'غزالي', '.', 'في', 'شاهين', 'الرومي', '.']"
3553,," شاهين الفقيه . في شاهين الزيني يحيى .
",3,295," حرف الشين المعجمة 
",,,False,False,alt,"['شاهين', 'الفقيه', '.', 'في', 'شاهين', 'الزيني', 'يحيى', '.']"
3555,," شاهين كنك في شاهين الافرم )  [ سقط * ] أرخه العيني .
",3,295," حرف الشين المعجمة 
",,,False,False,alt,"['شاهين', 'كنك', 'في', 'شاهين', 'الافرم', 'سقط', '*', 'ارخه', 'العيني', '.']"
3557,," شاه سوار بن سليمان بن ناصر الدين بك بن دلغادر . مضى في سوار .
",3,297," حرف الشين المعجمة 
",,,False,False,alt,"['شاه', 'سوار', 'بن', 'سليمان', 'بن', 'ناصر', 'الدين', 'بك', 'بن', 'دلغادر', '.', 'مضى', 'في', 'سوار', '.']"
3559,," شرباش . في جرباش بالجيم .
",3,297," حرف الشين المعجمة 
",,,False,False,alt,"['شرباش', '.', 'في', 'جرباش', 'بالجيم', '.']"
3568,," شريف بالتصغير الفيومي الوكيل أخو العز عبد العزيز . اسمه شرف الدين محمد
 ابن سيأتي .
",3,299," حرف الشين المعجمة 
",,,False,False,alt,"['شريف', 'بالتصغير', 'الفيومي', 'الوكيل', 'اخو', 'العز', 'عبد', 'العزيز', '.', 'اسمه', 'شرف', 'الدين', 'محمد', 'ابن', 'سياتي', '.']"
3605,," شيخ أميراخور وطبلخاناه . هو شيخ الركني مضى .
",3,310," حرف الشين المعجمة 
",,,False,False,alt,"['شيخ', 'اميراخور', 'وطبلخاناه', '.', 'هو', 'شيخ', 'الركني', 'مضى', '.']"
3652,," صديق الزبيدي . في ابن محمد بن علي قريبا .
",3,320," حرف الصاد المهملة 
"," من اسمه صدقة 
",,False,False,alt,"['صديق', 'الزبيدي', '.', 'في', 'ابن', 'محمد', 'بن', 'علي', 'قريبا', '.']"
3698,," طوخ بطيخ . في الظاهري قريبا .
",4,9," حرف الطاء المهملة 
",,,False,False,alt,"['طوخ', 'بطيخ', '.', 'في', 'الظاهري', 'قريبا', '.']"
3701,," طوخ مازي . في الناصري .
",4,9," حرف الطاء المهملة 
",,,False,False,alt,"['طوخ', 'مازي', '.', 'في', 'الناصري', '.']"
3713,," طوغان العلائي . مضى في طوغان قيز تقريبا .
",4,12," حرف الطاء المهملة 
",,,False,False,alt,"['طوغان', 'العلائي', '.', 'مضى', 'في', 'طوغان', 'قيز', 'تقريبا', '.']"
3724,," الطيب اليماني . هو محمد بن أحمد بن أبي بكر بن علي بن محمد .
",4,13," حرف الطاء المهملة 
",,,False,False,alt,"['الطيب', 'اليماني', '.', 'هو', 'محمد', 'بن', 'احمد', 'بن', 'ابي', 'بكر', 'بن', 'علي', 'بن', 'محمد', '.']"
3731,," ظهير جماعة اختصارا من لقبهم ظهير الدين منهم . 
",4,14," حرف الظاء المعجمة 
",,,False,False,alt,"['ظهير', 'جماعة', 'اختصارا', 'من', 'لقبهم', 'ظهير', 'الدين', 'منهم', '.']"
3774,," عبد الباسط المباشر بجدة . مضى فيمن أبوه محمد بن محمد بن أحمد .
 ### 99 عبد الباقي بن محمود صلاح الدين بن تاج الدين صاحب حصن حب . مات سنة
 ثلاثين
",4,31," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الباسط', 'المباشر', 'بجدة', '.', 'مضى', 'فيمن', 'ابوه', 'محمد', 'بن', 'محمد', 'بن', 'احمد', '.', '#', '#', '#', '99', 'عبد', 'الباقي', 'بن', 'محمود', 'صلاح', 'الدين', 'بن', 'تاج', 'الدين', 'صاحب', 'حصن', 'حب', '.', 'مات', 'سنة', 'ثلاثين']"
3781,," عبد الجبار بن نعمان بن ثابت . في ابن عبد الله قريبا .
",4,35," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الجبار', 'بن', 'نعمان', 'بن', 'ثابت', '.', 'في', 'ابن', 'عبد', 'الله', 'قريبا', '.']"
3795,," عبد الحميد بن أحمد بن أبي بكر بن عبد الله بن ظهيرة أبو بكر . في
 الكنى .
",4,38," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الحميد', 'بن', 'احمد', 'بن', 'ابي', 'بكر', 'بن', 'عبد', 'الله', 'بن', 'ظهيرة', 'ابو', 'بكر', '.', 'في', 'الكنى', '.']"
3796,," عبد الحميد بن عبد الرحيم بن علي التركماني . في حماد .
",4,38," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الحميد', 'بن', 'عبد', 'الرحيم', 'بن', 'علي', 'التركماني', '.', 'في', 'حماد', '.']"
3797,," عبد الحميد بن عبد الله المالكي . في عبد الحميد الطرابلسي قريبا .
",4,38," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الحميد', 'بن', 'عبد', 'الله', 'المالكي', '.', 'في', 'عبد', 'الحميد', 'الطرابلسي', 'قريبا', '.']"
3813,," عبد ربه في إبراهيم الرملي .
",4,41," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'ربه', 'في', 'ابراهيم', 'الرملي', '.']"
3838,," عبد الرحمن بن أحمد بن عبد الرحمن بن حمدان . كذا سمى شيخنا في معجمه
 جده والصواب حذفه ، وقد تقدم .
",4,51," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'احمد', 'بن', 'عبد', 'الرحمن', 'بن', 'حمدان', '.', 'كذا', 'سمى', 'شيخنا', 'في', 'معجمه', 'جده', 'والصواب', 'حذفه', '،', 'وقد', 'تقدم', '.']"
3854,," عبد الرحمن بن أحمد بن عياش . يأتي فيمن جده محمد بن محمد قريبا .
",4,54," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'احمد', 'بن', 'عياش', '.', 'ياتي', 'فيمن', 'جده', 'محمد', 'بن', 'محمد', 'قريبا', '.']"
3865,," عبد الرحمن بن أحمد بن محمد بن محمد بن فهد . يأتي في ابن أبي بكر
 قريبا .
",4,57," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'احمد', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'فهد', '.', 'ياتي', 'في', 'ابن', 'ابي', 'بكر', 'قريبا', '.']"
3892,," عبد الرحمن بن أبي بكر بن يحيى الزوقري . فيمن جده عبد الله .
",4,71," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'ابي', 'بكر', 'بن', 'يحيى', 'الزوقري', '.', 'فيمن', 'جده', 'عبد', 'الله', '.']"
3900,," عبد الرحمن بن حسن بن محمد الدميري الطولوني . هو زكريا مضى .
",4,73," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'حسن', 'بن', 'محمد', 'الدميري', 'الطولوني', '.', 'هو', 'زكريا', 'مضى', '.']"
3911,," عبد الرحمن بن داود . مضى في ابن أبي بكر بن داود .
",4,77," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'داود', '.', 'مضى', 'في', 'ابن', 'ابي', 'بكر', 'بن', 'داود', '.']"
3914,," عبد الرحمن بن أبي السرور بن عبد الرحمن الحسني الفاسي المكي . يأتي في
 ابن محمد بن عبد الرحمن .
",4,78," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'ابي', 'السرور', 'بن', 'عبد', 'الرحمن', 'الحسني', 'الفاسي', 'المكي', '.', 'ياتي', 'في', 'ابن', 'محمد', 'بن', 'عبد', 'الرحمن', '.']"
3931,," عبد الرحمن بن عبد القادر بن أبي الخير الطاوسي . يأتي في ابن أبي
 الفتوح .
",4,85," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'عبد', 'القادر', 'بن', 'ابي', 'الخير', 'الطاوسي', '.', 'ياتي', 'في', 'ابن', 'ابي', 'الفتوح', '.']"
3936,," عبد الرحمن بن عبد الله بن جمال الثناء البصري المكي ، يأتي قريبا فيمن
 جده عبد الله بن عبد الرحمن .
",4,86," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'عبد', 'الله', 'بن', 'جمال', 'الثناء', 'البصري', 'المكي', '،', 'ياتي', 'قريبا', 'فيمن', 'جده', 'عبد', 'الله', 'بن', 'عبد', 'الرحمن', '.']"
3950,," عبد الرحمن بن عبد الله بن أمين الدين . في ابن عبد الله بن عبد الله
 بن عبد الرحمن . 
",4,88," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'عبد', 'الله', 'بن', 'امين', 'الدين', '.', 'في', 'ابن', 'عبد', 'الله', 'بن', 'عبد', 'الله', 'بن', 'عبد', 'الرحمن', '.']"
3986,," عبد الرحمن بن علي بن محمد بن مفتاح البعلي . مضى فيمن جده محمد بن عبد
 الرحمن بن محمد بن مفتاح قريبا . عبد الرحمن بن علي بن محمد التفهني . 
 مضى في ابن علي بن عبد الرحمن بن علي .
",4,104," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'علي', 'بن', 'محمد', 'بن', 'مفتاح', 'البعلي', '.', 'مضى', 'فيمن', 'جده', 'محمد', 'بن', 'عبد', 'الرحمن', 'بن', 'محمد', 'بن', 'مفتاح', 'قريبا', '.', 'عبد', 'الرحمن', 'بن', 'علي', 'بن', 'محمد', 'التفهني', '.', 'مضى', 'في', 'ابن', 'علي', 'بن', 'عبد', 'الرحمن', 'بن', 'علي', '.']"
3989,," عبد الرحمن بن علي الزين بن الصائغ المكتب . هو ابن يوسف يأتي .
",4,105," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'علي', 'الزين', 'بن', 'الصائغ', 'المكتب', '.', 'هو', 'ابن', 'يوسف', 'ياتي', '.']"
4002,," عبد الرحمن بن عياش . في ابن أحمد بن محمد بن محمد بن يوسف .
",4,116," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'عياش', '.', 'في', 'ابن', 'احمد', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'يوسف', '.']"
4016,," عبد الرحمن بن محمد بن أحمد بن محمد بن محمد بن محمد بن فهد . مضى في
 ابن أبي القسم بن أبي بكر .
",4,120," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'فهد', '.', 'مضى', 'في', 'ابن', 'ابي', 'القسم', 'بن', 'ابي', 'بكر', '.']"
4022,," عبد الرحمن بن محمد بن إسماعيل بن حسين بن موسى بن خلف بن الحسين الجبرتي
 البلادري نزيل مكة ويعرف بأبجد . سلف في الهمزة .
",4,121," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'محمد', 'بن', 'اسماعيل', 'بن', 'حسين', 'بن', 'موسى', 'بن', 'خلف', 'بن', 'الحسين', 'الجبرتي', 'البلادري', 'نزيل', 'مكة', 'ويعرف', 'بابجد', '.', 'سلف', 'في', 'الهمزة', '.']"
4064,," عبد الرحمن بن محمد بن محمد بن سلامة الماكسيني . مضى فيمن جده أبو عبد
 الله .
",4,142," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'سلامة', 'الماكسيني', '.', 'مضى', 'فيمن', 'جده', 'ابو', 'عبد', 'الله', '.']"
4090,," عبد الرحمن بن مسعود بن موسى المغربي نزيل بيت المقدس ويدعى بخليفة وهو
 به أشره . مضى في خليفة .
",4,155," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'مسعود', 'بن', 'موسى', 'المغربي', 'نزيل', 'بيت', 'المقدس', 'ويدعى', 'بخليفة', 'وهو', 'به', 'اشره', '.', 'مضى', 'في', 'خليفة', '.']"
4106,," عبد الرحمن بن زين الدين بن سعد الدين الحلال . في ابن فهد .
",4,161," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'زين', 'الدين', 'بن', 'سعد', 'الدين', 'الحلال', '.', 'في', 'ابن', 'فهد', '.']"
4109,," عبد الرحمن بن التاجر . في ولده إسماعيل .
",4,162," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'التاجر', '.', 'في', 'ولده', 'اسماعيل', '.']"
4110,," عبد الرحمن وجيه الدين ابن الجمال المصري . في ابن محمد بن أبي بكر بن
 علي بن يوسف .
",4,162," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'وجيه', 'الدين', 'ابن', 'الجمال', 'المصري', '.', 'في', 'ابن', 'محمد', 'بن', 'ابي', 'بكر', 'بن', 'علي', 'بن', 'يوسف', '.']"
4111,," عبد الرحمن المعروف بابن غانم والي مكة . مضى في ابن محمد بن غانم .
",4,162," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'المعروف', 'بابن', 'غانم', 'والي', 'مكة', '.', 'مضى', 'في', 'ابن', 'محمد', 'بن', 'غانم', '.']"
4112,," عبد الرحمن بن الكركي . في ابن عمر بن محمود بن محمد .
",4,162," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'بن', 'الكركي', '.', 'في', 'ابن', 'عمر', 'بن', 'محمود', 'بن', 'محمد', '.']"
4121,," عبد الرحمن أبو الفضل الاسترابادي العجمي . في فضل الله .
",4,162," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'ابو', 'الفضل', 'الاسترابادي', 'العجمي', '.', 'في', 'فضل', 'الله', '.']"
4122,," عبد الرحمن البدوي نزيل المزهرية . مضى في ابن سلام بن إسماعيل .
",4,162," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'البدوي', 'نزيل', 'المزهرية', '.', 'مضى', 'في', 'ابن', 'سلام', 'بن', 'اسماعيل', '.']"
4123,," عبد الرحمن البغدادي الحلال . في ابن محمد . 
",4,162," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'البغدادي', 'الحلال', '.', 'في', 'ابن', 'محمد', '.']"
4124,," عبد الرحمن الجزائري المغربي نزيل مكة . مضى في ابن محمد بن فاضل .
",4,163," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'الجزائري', 'المغربي', 'نزيل', 'مكة', '.', 'مضى', 'في', 'ابن', 'محمد', 'بن', 'فاضل', '.']"
4126,," عبد الرحمن الشامي نزيل المزهرية . في ابن يوسف بن عبد الله .
",4,163," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'الشامي', 'نزيل', 'المزهرية', '.', 'في', 'ابن', 'يوسف', 'بن', 'عبد', 'الله', '.']"
4129,," عبد الرحمن المارديني ، مضى في ابن أحمد بن يوسف بن عبد الأعلى
",4,163," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحمن', 'المارديني', '،', 'مضى', 'في', 'ابن', 'احمد', 'بن', 'يوسف', 'بن', 'عبد', 'الاعلى']"
4160,," عبد الرحيم بن علي بن الحموي الواعظ . كذا سمى ابن عزم والده وصوابه
 عبد الرحيم بن أبي بكر بن محمد بن علي وقد مضى .
",4,182," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحيم', 'بن', 'علي', 'بن', 'الحموي', 'الواعظ', '.', 'كذا', 'سمى', 'ابن', 'عزم', 'والده', 'وصوابه', 'عبد', 'الرحيم', 'بن', 'ابي', 'بكر', 'بن', 'محمد', 'بن', 'علي', 'وقد', 'مضى', '.']"
4166,," عبد الرحيم بن محمد بن أبي بكر الرومي الحنفي . أظنه ابن الإمام الآتي
 فيمن لم يسم أبوه .
",4,184," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحيم', 'بن', 'محمد', 'بن', 'ابي', 'بكر', 'الرومي', 'الحنفي', '.', 'اظنه', 'ابن', 'الامام', 'الاتي', 'فيمن', 'لم', 'يسم', 'ابوه', '.']"
4175,," عبد الرحيم بن محمد الموصلي الأصل الدمشقي . أظنه محمد بن عبد الرحيم
 لكن عبارة مستدعية موهمة .
",4,189," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحيم', 'بن', 'محمد', 'الموصلي', 'الاصل', 'الدمشقي', '.', 'اظنه', 'محمد', 'بن', 'عبد', 'الرحيم', 'لكن', 'عبارة', 'مستدعية', 'موهمة', '.']"
4180,," عبد الرحيم بن ظهيرة . هو ابن أحمد بن أبي بكر بن عبد الله . 
",4,190," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرحيم', 'بن', 'ظهيرة', '.', 'هو', 'ابن', 'احمد', 'بن', 'ابي', 'بكر', 'بن', 'عبد', 'الله', '.']"
4196,," عبد الرزاق بن فضل الله بن يونس . في رزق الله .
",4,194," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرزاق', 'بن', 'فضل', 'الله', 'بن', 'يونس', '.', 'في', 'رزق', 'الله', '.']"
4200,," عبد الرزاق بن محمد الطرابلسي . في ابن حمزة .
",4,195," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرزاق', 'بن', 'محمد', 'الطرابلسي', '.', 'في', 'ابن', 'حمزة', '.']"
4201,," عبد الرزاق بن موسى بن إبراهيم بن عجيل اليماني . في محمد إن شاء الله
 .
",4,195," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرزاق', 'بن', 'موسى', 'بن', 'ابراهيم', 'بن', 'عجيل', 'اليماني', '.', 'في', 'محمد', 'ان', 'شاء', 'الله', '.']"
4205,," عبد الرزاق أبو الفرج المنسوب إليه ابن أبي الفرج . في الكنى .
",4,196," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرزاق', 'ابو', 'الفرج', 'المنسوب', 'اليه', 'ابن', 'ابي', 'الفرج', '.', 'في', 'الكنى', '.']"
4207,," عبد الرزاق المجاور بجامع دمشق . مضى في ابن عبد الله .
",4,196," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الرزاق', 'المجاور', 'بجامع', 'دمشق', '.', 'مضى', 'في', 'ابن', 'عبد', 'الله', '.']"
4227,," عبد السلام الزرندي . مضى في ابن عبد الوهاب بن محمد قريبا .
",4,207," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'السلام', 'الزرندي', '.', 'مضى', 'في', 'ابن', 'عبد', 'الوهاب', 'بن', 'محمد', 'قريبا', '.']"
4254,," عبد العزيز بن أبي البركات بن محمد بن علي بن أحمد بن عبد العزيز . 
 
",4,215," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'العزيز', 'بن', 'ابي', 'البركات', 'بن', 'محمد', 'بن', 'علي', 'بن', 'احمد', 'بن', 'عبد', 'العزيز', '.']"
4256,," عبد العزيز بن أبي بكر بن رسلان . هو عبد العزيز بن أبي بكر بن مظفر . 
 وسيأتي في ابن محمد بن مظفر بن نصير .
",4,216," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'العزيز', 'بن', 'ابي', 'بكر', 'بن', 'رسلان', '.', 'هو', 'عبد', 'العزيز', 'بن', 'ابي', 'بكر', 'بن', 'مظفر', '.', 'وسياتي', 'في', 'ابن', 'محمد', 'بن', 'مظفر', 'بن', 'نصير', '.']"
4258,," عبد العزيز بن أبي بكر بن مظفر . يأتي في ابن محمد بن مظفر بن نصير .
",4,217," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'العزيز', 'بن', 'ابي', 'بكر', 'بن', 'مظفر', '.', 'ياتي', 'في', 'ابن', 'محمد', 'بن', 'مظفر', 'بن', 'نصير', '.']"
4260,," عبد العزيز بن سليم عز الدين المحلي . مضى في ابن أحمد قريبا . [ سقط * ]
 ولد في أحد الربيعين سنة إحدى عشرة وثمانمائة بالقاهرة ونشأ بها فقرأ
 القرآن والعمدة وألفية الحديث والنحو والمختار والمنظومة والاخسيكتي في
 الاصول وعرض على جماعة ، وأجاز له الولي العراقي والشمس البرماوي في آخرين
 منهم من أئمة الأدب البدر البشتكي والزين بن الخراط بل سمع على الشمسين
 الشامي وابن الجزري والشهب شيخنا والمتبولي والواسطي وغيرهم ، وببيت المقدس
 على الشمس بن المصري وبحلب الكثير على البرهان الحلبي ، واشتغل في الفقه
 على قارىء الهداية والسعد بن الديري والزين قاسم وجماعة وفي العربية على
 الشمني والشمس الرومي والراعي وغيرهم وفي فن البديع والعروض على النواجي
 واستوطن حلب من سنة أربع وثلاثين وكان يتردد منها إلى القاهرة ثم أعرض عن
 ذلك ولزم الاقامة بها ، وحج وزار بيت المقدس وباشر تدريس الحلاوية ويقال
 إنها هناك كالشيخونية بالقاهرة مع نصف نظرها ونظر الشاذبختية والخانقاه
 المقدمية الصوفية مع مشيختها ، وناب في قضاء سرمين ثم أقلع عن ذلك ، وقد
 لقيته بحلب وسمع معي على جماعة وحدث باليسير ، وكان إنسانا حسنا متواضعا
 لطيف العشرة كريم النفس مع رياسة وحشمة وأصالة وفضيلة في الجملة ولكنه لفن
 الأدب أقرب ، ومما سمعته ينشده قوله : 
 
ممن كتب عنه من نظمه البقاعي وأثكل ولده المشار إليه فصبر ، وولي قضاء
 بلده في سنة وفاته حين كان السلطان هناك لشغوره ببذل مال هذا بعد عرضه عليه
 قديما فابى فلم يلبث أن مات في عشري ذي الحجة سنة اثنتين وثمانين رحمه الله
 وإيانا وعوضه الجنة .
",4,217," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'العزيز', 'بن', 'سليم', 'عز', 'الدين', 'المحلي', '.', 'مضى', 'في', 'ابن', 'احمد', 'قريبا', '.', 'سقط', '*', 'ولد', 'في', 'احد', 'الربيعين', 'سنة', 'احدى', 'عشرة', 'وثمانمائة', 'بالقاهرة', 'ونشا', 'بها', 'فقرا', 'القران', 'والعمدة', 'والفية', 'الحديث', 'والنحو', 'والمختار', 'والمنظومة', 'والاخسيكتي', 'في', 'الاصول', 'وعرض', 'على', 'جماعة', '،', 'واجاز', 'له', 'الولي', 'العراقي', 'والشمس', 'البرماوي', 'في', 'اخرين', 'منهم', 'من', 'ائمة', 'الادب', 'البدر', 'البشتكي', 'والزين', 'بن', 'الخراط', 'بل', 'سمع', 'على', 'الشمسين', 'الشامي', 'وابن', 'الجزري', 'والشهب', 'شيخنا', 'والمتبولي', 'والواسطي', 'وغيرهم', '،', 'وببيت', 'المقدس', 'على', 'الشمس', 'بن', 'المصري', 'وبحلب', 'الكثير', 'على', 'البرهان', 'الحلبي', '،', 'واشتغل', 'في', 'الفقه', 'على', 'قارىء', 'الهداية', 'والسعد', 'بن', 'الديري', 'والزين', 'قاسم', 'وجماعة', 'وفي', 'العربية', 'على', 'الشمني', 'والشمس', 'الرومي', 'والراعي', 'وغيرهم', 'وفي', 'فن', 'البديع', 'والعروض', 'على', 'النواجي', 'واستوطن', 'حلب', 'من', 'سنة', 'اربع', 'وثلاثين', 'وكان', 'يتردد', 'منها', 'الى', 'القاهرة', 'ثم', 'اعرض', 'عن', 'ذلك', 'ولزم', 'الاقامة', 'بها', '،', 'وحج', 'وزار', 'بيت', 'المقدس', 'وباشر', 'تدريس', 'الحلاوية', 'ويقال', 'انها', 'هناك', 'كالشيخونية', 'بالقاهرة', 'مع', 'نصف', 'نظرها', 'ونظر', 'الشاذبختية', 'والخانقاه', 'المقدمية', 'الصوفية', 'مع', 'مشيختها', '،', 'وناب', 'في', 'قضاء', 'سرمين', 'ثم', 'اقلع', 'عن', 'ذلك', '،', 'وقد', 'لقيته', 'بحلب', 'وسمع', 'معي', 'على', 'جماعة', 'وحدث', 'باليسير', '،', 'وكان', 'انسانا', 'حسنا', 'متواضعا', 'لطيف', 'العشرة', 'كريم', 'النفس', 'مع', 'رياسة', 'وحشمة', 'واصالة', 'وفضيلة', 'في', 'الجملة', 'ولكنه', 'لفن', 'الادب', 'اقرب', '،', 'ومما', 'سمعته', 'ينشده', 'قوله', ':', 'ممن', 'كتب', 'عنه', 'من', 'نظمه', 'البقاعي', 'واثكل', 'ولده', 'المشار', 'اليه', 'فصبر', '،', 'وولي', 'قضاء', 'بلده', 'في', 'سنة', 'وفاته', 'حين', 'كان', 'السلطان', 'هناك', 'لشغوره', 'ببذل', 'مال', 'هذا', 'بعد', 'عرضه', 'عليه', 'قديما', 'فابى', 'فلم', 'يلبث', 'ان', 'مات', 'في', 'عشري', 'ذي', 'الحجة', 'سنة', 'اثنتين', 'وثمانين', 'رحمه', 'الله', 'وايانا', 'وعوضه', 'الجنة', '.']"
4279,," عبد العزيز بن أبي القسم . في ابن محمد بن عبد الوهاب .
",4,225," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'العزيز', 'بن', 'ابي', 'القسم', '.', 'في', 'ابن', 'محمد', 'بن', 'عبد', 'الوهاب', '.']"
4281,," عبد العزيز بن عياش الطبري .
",4,225," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'العزيز', 'بن', 'عياش', 'الطبري', '.']"
4314,," عبد العزيز بن مظفر بن أبي بكر . صوابه ابن محمد بن نصير مضي .
 
",4,234," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'العزيز', 'بن', 'مظفر', 'بن', 'ابي', 'بكر', '.', 'صوابه', 'ابن', 'محمد', 'بن', 'نصير', 'مضي', '.']"
4321,," عبد العزيز بن يوسف الخواجا السلطاني . مضى فيمن جده عبد العزيز .
",4,238," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'العزيز', 'بن', 'يوسف', 'الخواجا', 'السلطاني', '.', 'مضى', 'فيمن', 'جده', 'عبد', 'العزيز', '.']"
4323,," عبد العزيز أبو فارس . هو ابن أحمد بن محمد بن أبي بكر بن يحيى . 
",4,239," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'العزيز', 'ابو', 'فارس', '.', 'هو', 'ابن', 'احمد', 'بن', 'محمد', 'بن', 'ابي', 'بكر', 'بن', 'يحيى', '.']"
4324,," عبد العزيز الحباك . في ابن عبد الرحمن بن أبي بكر .
",4,239," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'العزيز', 'الحباك', '.', 'في', 'ابن', 'عبد', 'الرحمن', 'بن', 'ابي', 'بكر', '.']"
4327,," عبد العزيز اللبابي المغربي الوزير . مضى في ابن محمد .
",4,239," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'العزيز', 'اللبابي', 'المغربي', 'الوزير', '.', 'مضى', 'في', 'ابن', 'محمد', '.']"
4369,," عبد الغني بن أبي الفرج . مضى في ابن عبد الرزاق بن أبي الفرج . 
",4,253," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الغني', 'بن', 'ابي', 'الفرج', '.', 'مضى', 'في', 'ابن', 'عبد', 'الرزاق', 'بن', 'ابي', 'الفرج', '.']"
4379,," عبد الغني بن محمد بن يوسف البساطي . كذا بخط ابن عزم وكأنه عبد الغني
 ابن محمد بن أحمد بن عثمان .
",4,257," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الغني', 'بن', 'محمد', 'بن', 'يوسف', 'البساطي', '.', 'كذا', 'بخط', 'ابن', 'عزم', 'وكانه', 'عبد', 'الغني', 'ابن', 'محمد', 'بن', 'احمد', 'بن', 'عثمان', '.']"
4380,," عبد الغني بن الهيصم . مضى في ابن إبراهيم .
",4,257," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الغني', 'بن', 'الهيصم', '.', 'مضى', 'في', 'ابن', 'ابراهيم', '.']"
4385,," عبد الغني بن أبي الفرج . في ابن عبد الرزاق .
",4,258," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الغني', 'بن', 'ابي', 'الفرج', '.', 'في', 'ابن', 'عبد', 'الرزاق', '.']"
