year,month,month_str,day,category,match,place
16.0,,,,ijaza, واحسبه يكنى بذلك عن الاجازة العامة فقد رايته يروي عمن اجاز في سنة ست عشرة,
17.0,,,,ijaza, اجاز في استدعاء ابي حامد ابن الضيا لاولادي يعني سنة سبع عشرة,
15.0,,,,ijaza, اجاز لي في شهور سنة خمس عشرة,
802.0,7,رجب,,ijaza, واجاز له الزين العراقي وغيره وانتقل الى بيت المقدس في رجب سنة اثنتين وثمانمائة,
61.0,,,,ijaza, واجاز له والشام وجزيرة ابن عمر ورجال وولي امامة المقام الحنفي بالمدينة حين قام الامين الاقصرائي في احداثه في سنة احدى وستين,
29.0,,,,ijaza, اجاز لي في سنة تسع وعشرين,
39.0,,,,ijaza, عرض عليه المحب بن ابي السعادات بن ظهيرة اربعي النووي واجاز له في سنة تسع وثلاثين,
16.0,,,,ijaza, واجاز له في سنة ست عشرة,
36.0,,,,ijaza, ولد باليمن وامه منها ونشا بها ثم حج واجاز له باستدعاء ابن فهد في سنة ست وثلاثين,
807.0,,,,ijaza, اجاز له في سنة سبع وثمانمائة,
,End of,اخر,,ijaza, ونشا فحفظ القران والمنهاجين وغيرهما وعرض على شيخنا والمحب بن نصر الله في اخرين واجاز له في سنة,
50.0,,,,ijaza, اجاز لي في سنة خمسين,
37.0,12,ذي الحجة,,ijaza, واجاز له باستدعاء ابن فهد في ذي الحجة سنة سبع وثلاثين,
37.0,8,شعبان,,ijaza, الاطفال بزاوية الشيخ عبد الله بن الشيخ خليل ولقيه ابن فهد وغيره واجاز له ولغيره ي استدعاء مؤرخ بشعبان سنة سبع وثلاثين,
49.0,,,,ijaza, وعرض على جماعة منهم العز بن الفرات وشيخنا بل قرات بخطه انه اجاز له في سنة تسع واربعين بالمنكوتمرية,المنكوتمرية
93.0,,,,ijaza, المنسوبين للصلاح ولكن لم نحمد شهادته في كونه شيخنا اوصى بالدفن في تربة بني الخروبي وقد اجاز له قديما سنة ثلاث وتسعين,
17.0,,,,ijaza, بن ابي بكر بن قرطاس الماضي وقال شيخنا في معجمه لقيته بالقاهرة وسمعت من فوائده واجاز لاولادي يعني في سنة سبع عشرة,
788.0,,,,ijaza, اجاز له سنة ثمان وثمانين وسبعمائة,
88.0,,,,ijaza, ارخه ابن فهد وقال انه اجاز له في سنة ثمان وثمانين بعدها,عدها
36.0,7,رجب,,ijaza, وكذا سمع على شيخنا واجاز له في استدعاء ابن فهد المؤرخ برجب سنة ست وثلاثين,
805.0,,,,ijaza, اجاز له في سنة خمس وثمانمائة,
801.0,8,شعبان,,ijaza, ابن عرفة اجاز له وليس ذاك فيهما ببعيد فقد رايت اسمه في استدعاء بخط البدر بن الدماميني مؤرخ بشعبان سنة احدى وثمانمائة,
62.0,End of,اخر,,ijaza, ابن ابراهيم بن البناء وابي العباس احمد بن محمد المدني والمؤذن وبعد ذلك بقراءته في اخرين واجاز له في سنة اثنتين وستين,
802.0,,,,ijaza, واجاز له في سنة اثنتين وثمانمائة,
806.0,,,,ijaza, حضرت مجلسه يسيرا وسمعت عليه كثيرا من شرحه للمواقف واجاز لي وذلك في شهور سنة ست وثمانمائة,
51.0,,,,ijaza, وكان محدثا متقنا اجاز لي في سنة احدى وخمسين,
56.0,,,,ijaza, اجاز له في سنة ست وخمسين,
26.0,,,,ijaza, واجاز له في سنة ست وعشرين باستدعاء,استدعاء
50.0,,,,ijaza, بن احمد البلخي الدمشقي ويعرف ببكيبكة اجاز لى في سنة خمسين,
1.0,,,,ijaza, شهد على بعض الحنفية في اجازة سنة احدى,
33.0,,,,ijaza, رايته كتب بالشهادة على الزين طاهر في اجازته لابي عبد القادر سنة ثلاث وثلاثين,
33.0,,,,ijaza, شهد على الزين طاهر المالكي في اجازته لابي عبد القادر سنة ثلاث وثلاثين,
803.0,,,,ijaza, اخذ عنه بمكة وزبيد الجلال عبد الواحد المرشدي النحو والاصول والمعاني والبيان وكتب به اجازة بليغة بخط حسن في سنة ثلاث وثمانمائة,
37.0,12,ذي الحجة,,ijaza, واجاز له الرواية المقريزي وناصر الدين الفاقوسي والبساطي واجاز له في استدعاء بخط ابن فهد مؤرخ بسابع ذي الحجة سنة سبع وثلاثين,
77.0,,,,ijaza, وممن اجازه من مجموعهم البدر محمد بن ابي البقاء السبكي في موسم سنة سبع وسبعين بالمدينة,المدينة
96.0,,,,ijaza, واجاز له في سنة ست وتسعين,
21.0,,,,ijaza, وكان خادم القبة المعراج بالمسجد الاقصى اجاز لاولادي في سنة احدى وعشرين,
95.0,,,,ijaza, ولد بمكة ونشا بها وسمع بها من عمه الجمال ابن ظهيرة واجاز له في سنة خمس وتسعين,
809.0,,,,ijaza, اجاز له في سنة تسع وثمانمائة,
21.0,End of,اخر,,ijaza, ودخل اليمن مرارا وقدم القاهرة سفيرا لصاحبيها في تحصيل كتب استدعياها واجاز لاولادي مرارا اخرها سنة احدى وعشرين,
8.0,,,,ijaza, واجاز له باستدعاء ابن خطيب الناصرية لصداقته مع ابيه في سنة ثمان,
807.0,,,,ijaza, كره شيخنا في معجمه وقال اجاز لي ولابنتي رابعة في سنة سبع وثمانمائة باستدعاء,استدعاء
5.0,,,,ijaza, واجاز له في سنة خمس,
88.0,,,,ijaza, شهد في اجازة على جعفر المقري سنة ثمان وثمانين,
44.0,,,,ijaza, واجاز له ابو عبد الله الحكمي المغربي بل قال انه اجاز له الشهاب الواسطي ثم ارتحل الى القاهرة في سنة اربع واربعين,
3.0,End of,اخر,,ijaza, واجتمع بالابناسي في اواخر شوالها وحضر مجلسين او ثلاثة من تدريسه واجاز له ثم في سنة ثلاث,
51.0,,,,ijaza, اجاز لي في سنة احدى وخمسين,
92.0,,,,ijaza, واجاز له في سنة اثنتين وتسعين,
74.0,12,ذي الحجة,18.0,ijaza, فناب عنه غيره وبعد ان اجاز لي في ليلة الثلاثاء ثامن عشر ذي الحجة سنة اربع وسبعين بمكة,مكة
,,,,ijaza, واجاز له في سنة,
5.0,End of,اخر,,ijaza, جميع البخاري على الزين المراغي في اخرين من المدنيين والقادمين اليها كالجمال بن ظهيرة والمجد اللغوي واجاز له في سنة خمس,
17.0,,,,ijaza, اجاز لابن شيخنا وغيره في سنة سبع عشرة,
801.0,,,,ijaza, واجاز له في سنة احدى وثمانمائة,
37.0,,,,ijaza, وكتب عنه في اجازة سنة سبع وثلاثين بل,ل
771.0,End of,اخر,,ijaza, ولد في اخر حياة ابيه او بعد وفاة ابيه بمكة ونشا بها واجاز له في سنة احدى وسبعين وسبعمائة,
70.0,,,,ijaza, واجاز له في سنة سبعين,
,,,,ijaza, واجاز له في سنة,
54.0,,,,ijaza, ونشا فقرا القران واجاز له في سنة اربع وخمسين,
801.0,8,شعبان,,ijaza, واجاز له في استدعاء بخط البدر بن الدماميني في شعبان سنة احدى وثمانمائة,
802.0,,,,ijaza, اجاز له او لاخيه الاتي في سنة اثنتين وثمانمائة,
14.0,,,,ijaza, سمع ابن الجزري والشمس الشامي وجماعة واجاز له في سنة اربع عشرة,
67.0,,,,ijaza, واجاز له في سنة سبع وستين,
37.0,12,ذي الحجة,,ijaza, واجاز له باستدعاء ابن فهد المؤرخ بذي الحجة سنة سبع وثلاثين,
5.0,,,,ijaza, اجاز له في سنة خمس,
27.0,,,,ijaza, اجاز لاولادي سنة سبع وعشرين,
36.0,,,,ijaza, واجاز له في سنة ست وثلاثين,
39.0,,,,ijaza, شهد على بعض القراء في اجازة كتبها بخطه ارخها في سنة تسع وثلاثين,
,,,,ijaza, وغيره واسمعه ابوه على ابي الفتح المراغي والتقي بن فهد وغيرهما واجاز له جماعة وتكرر قيامه بالقران في كل سنة بحاشية,حاشية
80.0,,,,ijaza, واجاز له في سنة ثمانين,
51.0,,,,ijaza, وحدث سمع منه الفضلاء اجاز له في سنة احدى وخمسين,
794.0,,,,ijaza, ابو عبد الله القرشي المكي وامه عائشة ابنة عبد الرحمن بن حسن بن هارون القرشي المخزومي اجاز له في سنة اربع وتسعين وسبعمائة,
805.0,,,,ijaza, اجاز له في سنة خمس وثمانمائة,
36.0,,,,ijaza, محمد بن احمد بن حسن بن الزين محمد بن الامين محمد ابن القطب امين الدين القسطلاني اجاز له في سنة ست وثلاثين,
801.0,1,محرم,,ijaza, بل رايت بخط شيخنا اجازة الزين المراغي لناصر الدين محمد بن الشهاب احمد بن محمد بن مسلم مؤرخة بالمحرم سنة احدى وثمانمائة,
94.0,,,,ijaza, وكتبت له اجازة واجزت لبنيه الثلاثة وفارقته في موسم سنة اربع وتسعين,
36.0,1,محرم,,ijaza, وانه اجاز له في المحرم سنة ست وثلاثين,
816.0,,,,ijaza, عبد الله القاهري الشافعي السعودي خليفة ابي السعود بن ابي الغنائم وشيخ السعودية الماضي ولده احمد اجاز له في سنة ست عشرة وثمانمائة,
33.0,,,,ijaza, ممن شهد على الزين طاهر في اجازته لابي عبد القادر سنة ثلاث وثلاثين,
791.0,,,,ijaza, شهد في اجازة الجمال الزيتوني على بعض القراء سنة احدى وتسعين وسبعمائة بل,ل
88.0,,,,ijaza, واجاز له في سنة ثمان وثمانين,
97.0,,,,ijaza, اجاز لي في سنة سبع وتسعين,
29.0,,,,ijaza, واجاز له في سنة تسع وعشرين,
836.0,,,,ijaza, اجاز له في سنة ست وثلاثين وثمانمائة,
36.0,,,,ijaza, واجاز له في سنة ست وثلاثين,
36.0,,,,ijaza, اجاز له ايضا في سنة ست وثلاثين,
54.0,,,,ijaza, واجاز له في سنة اربع وخمسين,
54.0,,,,ijaza, واجاز له في سنة اربع وخمسين,
43.0,,,,ijaza, والاصول عن ابي عبد الله الوانوغي وارتحل الى القاهرة مرارا فاخذ اولا عن ابن الكويك واجاز له ثم في سنة ثلاث واربعين,
35.0,,,,ijaza, لقيته بخوارزم واجاز له وذلك في شهور سنة خمس وثلاثين,
36.0,7,رجب,,ijaza, واجاز له المقريزي وغيره بل اجاز له في جملة بني اولاد جده خلق في استدعاء مؤرخ برجب سنة ست وثلاثين,
33.0,5,جمادى الاولى,,ijaza, واجاز له جماعة ودخل مع ابيه واخيه عبد الرحمن القاهرة فقدرت وفاتهم بها في جمادى الاولى سنة ثلاث وثلاثين,
37.0,9,رمضان,,ijaza, ولد بالقاهرة ونشا وحفظ القران وكتبا وعرض على جماعة واشتغل قليلا واجاز له باستدعاء الزين رضوان مؤرخ برمضان سنة سبع وثلاثين,
805.0,,,,ijaza, ولد يمكة ونشا بها وسمع من المراغي وابن الجزري وطائفة واجاز له في سنة خمس وثمانمائة,
,,,,ijaza, واجاز له في سنة,
802.0,,,,ijaza, واجاز له وكذا حفظ العمدة في الفروع للشرف البغدادي والفية ابن مالك وغيرهما وعرضها ايضا في سنة اثنتين وثمانمائة,
74.0,,,,ijaza, واجاز له في سنة اربع وسبعين,
29.0,,,,ijaza, وامه خديجة ابنة ناصر بن عبد الله النويري واجاز له في سنة تسع وعشرين,
57.0,,,,ijaza, واجاز له في سنة سبع وخمسين,
39.0,9,رمضان,,ijaza, بن الخياط بتعز وحضر عند المجد الشيرازي واجاز له وتكرر دخوله زبيد وامتحن بها مدة ثم قدم مكة في رمضان سنة تسع وثلاثين,
809.0,,,,ijaza, نزيل بيت المقدس وتفقه عليه واجازه بل اذن له بالافتاء بشرط التثبت والتقوى وكذا اذن له الجلال البلقيني في سنة تسع وثمانمائة,
82.0,,,,ijaza, واجاز له في سنة اثنتين وثمانين,
97.0,,,,ijaza, ذكره شيخنا في معجمه وقال اجاز لي في سنة سبع وتسعين,
47.0,,,,ijaza, وقال ان شيخنا اجاز له في سنة سبع واربعين,
797.0,,,,ijaza, وامه كمالية ابنة القاضي التقي محمد بن احمد بن قاسم الحرازي اجاز له في سنة سبع وتسعين وسبعمائة,
91.0,,,,ijaza, اجاز له في الاولى سنة احدى وتسعين,
805.0,,,,ijaza, اجاز له في سنة خمس وثمانمائة,
786.0,,,,ijaza, ذكره شيخنا في معجمه وقال اجاز لي الرواية عنه في سنة ست وثمانين وسبعمائة,
65.0,,,,ijaza, على محمد بن اسماعيل ابن جهبل وعمر بن ابراهيم بن النقبي معجم ابن جميع واجاز له العز بن جماعة سنة خمس وستين,
2.0,,,,ijaza, حضر على اسحق الامدي واجاز له البندنيجي وايوب بن نعمة وغيرهما وحدث سمع منه الفضلاء اجاز لشيخنا وارخه في سنة اثنتين,
50.0,,,,ijaza, واجاز له في سنة خمسين,
37.0,12,ذي الحجة,,ijaza, واجاز له خلق في ذي الحجة سنة سبع وثلاثين,
46.0,3,ربيع,,ijaza, اجاز لهما في استدعاء مؤرخ بربيع الاول سنة ست واربعين,
50.0,,,,ijaza, العجلوني وقال انه كان يحفظ نكتا وجملة من التاريخ وانه راى شيخه ابن ناصر الدين يكرمه وكانت اجازته في سنة خمسين,
74.0,10,شوال,,ijaza, اخذ عن الخافي والنظام عبد الحق التبادكاني اجاز للعلاء بن السيد عفيف الدين ولولده في كتابة طويلة مؤرخة بشوال سنة اربع وسبعين,
25.0,,,,ijaza, قلت اجاز في سنة خمس وعشرين,
22.0,12,ذي الحجة,,ijaza, وله ذكر في الاميني يحيى الاقصرائي وانه اجاز له في ذي الحجة سنة اثنتين وعشرين بمنى,منى
40.0,,,,ijaza, واجاز له في سنة اربعين,
60.0,,,,ijaza, النيرات وكتبه بخطه وجميع قصيدته النعمانية وغيرها دراية والبعض من كل من الصحيحين والشفا وغيرها رواية واجاز له اولهما سنة ستين,
801.0,4,ربيع الثاني,,ijaza, السراج البلقيني في قوله واذا وقع القول عليهم اخرجنا لهم دابة من الارض تكلمهم واجاز له باستدعاء مؤرخ بثاني ربيع الثاني سنة احدى وثمانمائة,
34.0,,,,ijaza, بن محمد العز الدنديلي شهد على عبد الدائم الازهري في اجازة سنة اربع وثلاثين,
70.0,10,شوال,,ijaza, وسمع بمكة وبالقدس واسكندرية واجاز له باستدعاء بخط صهره مؤرخ بشوال سنة سبعين,
5.0,,,,ijaza, سمع من الشريف عبد الرحمن الفاسي وابي الطيب السحولي ومحمد بن عبد الله البهنسي الشفا هوت واجاز له في سنة خمس,
50.0,,,,ijaza, وانه سمع على يحيى بن يوسف الرحبي ومحمد بن الشهاب احمد المينحي خطيب المزة وكانت اجازته في سنة خمسين,
22.0,,,,ijaza, وسلم لم يعم وقال انه كان فاضلا عالما عارفا معمرا اجاز لي بل اذن لي بالافتاء في احدى الجماديين سنة اثنتين وعشرين,
37.0,12,ذي الحجة,,ijaza, واجاز له مع ابيه في ذي الحجة سنة سبع وثلاثين باستدعاء,استدعاء
6.0,,,,ijaza, في سائر العلوم الادبية وهو كما قيل ان الزمان بمثله لعقيم وكانت اجازته لي غير مرة منها في شهور سنة ست,
12.0,,,,ijaza, قال الطاووسي كان جامعا بين المنقول والمعقول قرات عليه القطب على الشمسية في المنطق واجاز لي وذلك في شهور سنة اثنتي عشرة,
11.0,,,,ijaza, استفدت منه كثيرا في مبادئ العلم واجاز لي وذلك بشيراز في شهور سنة احدى عشرة,
18.0,,,,ijaza, قال الطاووسي صحبته واستفدت منه واجاز لي في سنة ثمان عشرة,
788.0,,,,ijaza, وهو ممن اجاز لشيخنا الزمزمي في سنة ثمان وثمانين وسبعمائة,
34.0,,,,ijaza, شهد على عبد الدائم في اجازة سنة اربع وثلاثين,
25.0,,,,ijaza, اجاز لابن شيخنا وغيره في سنة خمس وعشرين,
762.0,,,,ijaza, سمع من ابيه واجاز له في جملة اخوته في سنة اثنتين وستين وسبعمائة,
36.0,,,,ijaza, واجاز له في عدة استدعاات خلق من الافاق من سنة ست وثلاثين,
822.0,12,ذي الحجة,,ijaza, الجزري في اخرين وروى البخاري اجازة عن محمد بن محمد بن محمود الجعفري الطياري الحافظي البخاري الحنفي اجازة في ذي الحجة سنة اثنتين وعشرين وثمانمائة بمنى,منى
47.0,9,رمضان,,ijaza, ولم يكثر من الرواية بل اجاز له في استدعاء مؤرخ برمضان سنة سبع واربعين,
2.0,,,,ijaza, اجاز لي في استدعاء الصرخدي سنة اثنتين,
23.0,10,شوال,,ijaza, اجاز في استدعاء ابني محمد وكانت وفاته في شوال سنة ثلاث وعشرين,
99.0,,,,ijaza, خير لازمني بمكة والمدينة فاخذ عني اشياء دراية ورواية وكتبت له اجازة عينت شيئا منها في الكبير وهو الان سنة تسع وتسعين بالمدينة,المدينة
71.0,,,,ijaza, سمع من الجمال الاميوطي والشمس بن سكر واجاز له في سنة احدى وسبعين,
21.0,,,,ijaza, اجاز لابن شيخنا وغيره في سنة احدى وعشرين,
51.0,,,,ijaza, وكان فاضلا خيرا اجاز في سنة احدى وخمسين,
57.0,,,,ijaza, ورايت بخطه اجازة لبعض من عرض عليه الكنز من المدنيين في سنة سبع وخمسين,
19.0,,,,ijaza, واجاز لي واذن لي بالافتاء بل امرني وانا معه بالبصرة بالكتابة على سؤال جيء به اليه فامتثلت وذلك في سنة تسع عشرة,
98.0,,,,ijaza, الناس وجميع ذخر المعاد للبوصيري وغير ذلك وكتبت له اجازة في كراسة ورجع الى بلده مع امه في موسم سنة ثمان وتسعين,
50.0,,,,ijaza, ومنى ومن ذلك المسلسل بالاولية وبيوم العيد وغير ذلك من تصانيفي كمؤلفي في ختم مسلم وغيرها واجاز له في سنة خمسين,
14.0,,,,ijaza, واجاز له في سنة اربع عشرة,
5.0,,,,ijaza, في الفقه على الشمس الكفيري والشهاب بن المحمرة وعرض بها المنهاج على العلاء البخاري واجازه وكذا اجاز له في سنة خمس,
32.0,10,شوال,,ijaza, عن العسقلاني خاتمة اصحاب الصائغ واجاز له ومهر في تعبير المنامات واشتهر بذلك وكان يلازم التلاوة وذكر لي في شوال سنة اثنتين وثلاثين,
29.0,,,,ijaza, واجاز له في سنة تسع وعشرين,
800.0,,,,ijaza, على ابن الملقن والابناسي والغماري والكمال الدميري وخلق اجازوا له وكذا عرض بمكة حين مجاورته فيها مع ابيه سنة ثمانمائة,
29.0,,,,ijaza, الحبال فمن بعده وحج غير مرة وحدث سمع منه الفضلاء وذكره شيخنا في معجمه باختصار وقال اجاز لنا في سنة تسع وعشرين,
29.0,,,,ijaza, فما اشك ان الحجاز والختنى والدبوسي وابن مزيز اجازوه ولكن لم اقف بعد على ذلك نعم اجاز له في سنة تسع وعشرين,
36.0,,,,ijaza, الاصل المكي وامه زينب ابنة الرضي محمد بن المحب محمد بن الشهاب احمد بن الرضي الطبري اجاز له في سنة ست وثلاثين,
94.0,,,,ijaza, فسمع على ابي الطيب السحولي الشفا وعلى الجمال بن ظهيرة والزين المراغي والشريف عبد الرحمن الفاسي واجاز له في سنة اربع وتسعين,
805.0,,,,ijaza, ولد بها قبل التسعين وسبعمائة اجاز له في سنة خمس وثمانمائة,
65.0,,,,ijaza, واجازوه بالافتاء والتدريس خلا المناوي فبالتدريس خاصة وممن اجازه ابن يونس وتصدى بعد ترقيه في الفضائل وتفننه للتدريس من سنة خمس وستين,
91.0,,,,ijaza, النبي واحضر على ابي بكر بن الحسين المراغي فكان خاتمة اصحابه بالحضور وكان خصيصا بالنجم بن فهد اجاز في سنة احدى وتسعين,
823.0,,,,ijaza, لفظه غالب شرح معاني الاثار للطحاوي واجاز له ووصف والده بسيدنا وصاحبنا الشيخ العالم صدر المدرسين وارخ ذلك في سنة ثلاث وعشرين وثمانمائة,
94.0,,,,ijaza, واجاز له في سنة اربع وتسعين,
97.0,,,,ijaza, بن عطية بن ظهيرة القرشي المكي وامه ست الاهل ابنة عبد الكريم بن احمد بن عطية اجاز له في سنة سبع وتسعين,
50.0,,,,ijaza, فيها لما لا يجمل ودخل اليمن وغيرها وكان قد سمع في صغره على ابي الفتح المراغي وغيره واجاز له في سنة خمسين,
56.0,,,,ijaza, اجاز في بعض الاستدعاءات سنة ست وخمسين,
19.0,,,,ijaza, وسمع بها من ابن الجزري والزين بن طولوبغا وابن سلامة وغيرهم واجاز له في سنة تسع عشرة,
71.0,,,,ijaza, امام المقام سمع من ابيه والجمال بن عبد المعطي واحمد بن سالم المؤذن وعبد الوهاب القروي واجاز له في سنة احدى وسبعين,
37.0,9,رمضان,,ijaza, ناظر الصاحبة وابن بردس وابن الطحان وغيرهم واجاز له ولاخته خلق منهم باستدعاء بخط النجم بن فهد مؤرخ برمضان سنة سبع وثلاثين,
94.0,End of,اخر,,ijaza, ومسلم والاذكار وغيرها دراية ورواية وكتب له اجازة حسنة وهو خير فاضل كثير الاسئلة مجيد الاستحضار ورجع مع الركب اخر سنة اربع وتسعين,
,End of,اخر,,ijaza, وعلى احمد الفاسي وابن سلامة مشيخة الفخر بافوات في اخرين كابن الجزري وابن طولوبغا والشمس الشامي واجاز له في سنة,
14.0,,,,ijaza, الانصاري واجاز له جماعة وحدث وكان يعمل العمر ويبيعها ويتردد من مكة الى اليمن حتى ادركه الاجل بزبيد في سنة اربع عشرة,
20.0,End of,اخر,,ijaza, قبل ابي فارس بيسير وقد اجاز لولد شيخنا وغيره من المتاخرين في سنة عشرين,
14.0,End of,اخر,,ijaza, خاله الجمال محمد بن ابراهيم وابن الجزري والشمس الشامي وابن سلامه وابي الفضل بن ظهيرة واخرين واجاز له في سنة اربع عشرة,
76.0,11,ذي القعدة,,ijaza, واخذ عن العبادي الحاوي وبعض شرحه للقونوي وكذا اخذ عن البكري بعض القونوي واجازه كل منهما بالافتاء والتدريس في ذي القعدة سنة ست وسبعين,
17.0,,,,ijaza, وكتب في استدعاء حينئذ اجاز له فيه جماعة وكان موجودا فيما بلغني سنة سبع عشرة,
36.0,,,,ijaza, واجاز لها خلق وكذا اجاز لها حسين البوصيرى في سنة ست وثلاثين,
36.0,,,,ijaza, اجاز لها في سنة ست وثلاثين,
89.0,,,,ijaza, واجاز لها في استدعاء مؤرخ بذى القعدة سنة تسع وثمانين,
808.0,,,,ijaza, اجاز لها في سنة ثمان وثمانمائة,
37.0,End of,اخر,,ijaza, واجاز لها باستدعاء خالها عائشة ابنة ابن عبد الهادى واخرون وعمرت واضرت في حدود سنة سبع وثلاثين,
88.0,1,محرم,,ijaza, واجاز لها في المحرم سنة ثمان وثمانين,
35.0,,,,ijaza, اجاز لها في سنة خمس وثلاثين,
814.0,,,,ijaza, اجاز لها في سنة اربع عشرة وثمانمائة,
70.0,,,,ijaza, سمعت صاحبة الترجمة من والدها واجاز لها في سنة سبعين,
7.0,,,,ijaza, ذكرها شيخنا في معجمه وقال اجازت لي في سنة سبع,
805.0,,,,ijaza, اجاز لها في سنة خمس وثمانمائة,
97.0,3,ربيع الاول,,ijaza, ذكرها شيخنا في القسمين من معجمه وقال اجازت لنا باستدعاء التقي الفاسي في ربيع الاول سنة سبع وتسعين,
5.0,,,,ijaza, اجاز لها ابوها وفي سنة خمس,
769.0,,,,ijaza, سمعت من ابيها والكمال بن حبيب واجاز لها في سنة تسع وستين وسبعمائة,
788.0,,,,ijaza, الزين محمد بن الامين محمد ابن القطب محمد بن احمد بن علي ام احمد القسطلاني المكية اجاز لها في سنة ثمان وثمانين وسبعمائة,
805.0,,,,ijaza, اجاز لها في سنة خمس وثمانمائة,
5.0,,,,ijaza, اجازت لنا وهي ممن اجاز لها في سنة خمس,
801.0,6,جمادى الثانية,,ijaza, اجاز لها باستدعاء مؤرخ بجمادى الثانية سنة احدى وثمانمائة,
88.0,,,,ijaza, واجاز لها في سنة ثمان وثمانين,
5.0,,,,ijaza, واجاز لها في سنة خمس,
95.0,,,,ijaza, واجاز لها في سنة خمس وتسعين,
,,,,ijaza, اجاز لها في سنة,
65.0,,,,ijaza, اجازت لنا في سنة خمس وستين بل,ل
73.0,,,,ijaza, اجازت لغيرنا في سنة ثلاث وسبعين,
829.0,,,,ijaza, امها ام هانئ ابنة عبد الوهاب اليافعي اجاز لها في سنة تسع وعشرين وثمانمائة,
54.0,,,,ijaza, واجاز لها في سنة اربع وخمسين,
793.0,,,,ijaza, ابنة ابى اليمن محمد بن ابي بكر بن الحسين بن عمر المراغي المدنية اجاز لها في سنة ثلاث وتسعين وسبعمائة,
805.0,,,,ijaza, محمد بن حسين بن على بن احمد بن عطية بن ظهيرة القرشي المكي امها حبشية لابيها اجاز لها في سنة خمس وثمانمائة,
837.0,,,,ijaza, ابي الفضل محمد بن عبد الرحمن بن علي بن احمد بن عبد العزيز الهاشمي النويري المكي اجاز لها في سنة سبع وثلاثين وثمانمائة,
836.0,,,,ijaza, اجاز لها في سنة ست وثلاثين وثمانمائة,
37.0,,,,ijaza, اجاز لها في سنة سبع وثلاثين,
814.0,,,,ijaza, اجاز لها في سنة اربع عشرة وثمانمائة,
88.0,,,,ijaza, الكريم بن احمد بن عطية بن ظهيرة القرشية المكية امها ام كمال ابنة ابن عبد المعطي اجاز لها في سنة ثمان وثمانين,
36.0,,,,ijaza, اجاز لها في سنة ست وثلاثين,
66.0,,,,ijaza, واجاز لها من اجاز لاختها زينب وتزوجها السيد المحيوى عبد القادر بن الفاسى قاضي الحنابلة هناك في سنة ست وستين,
97.0,,,,ijaza, محمد بن حسين بن مسلم البالسى المصرى ابنة اخى تجار الماضية وزوج ناصر الدين بن مسلم اجاز لها في سنة سبع وتسعين,
836.0,,,,ijaza, اجاز لها في سنة ست وثلاثين وثمانمائة,
836.0,,,,ijaza, اجاز لها في سنة ست وثلاثين وثمانمائة,
836.0,,,,ijaza, اجاز لها في سنة ست وثلاثين وثمانمائة,
846.0,,,,ijaza, اجاز لها في سنة ست واربعين وثمانمائة,
807.0,,,,ijaza, القضاة ابنة عبد العزيز على بن احمد بن عبد العزيز الهاشمي النويرى المكي اجاز لها في سنة سبع وثمانمائة,
736.0,,,,ijaza, اجاز لها في سنة ست وثلاثين وسبعمائة,
805.0,,,,ijaza, اجاز لها في سنة خمس وثمانمائة,
805.0,,,,ijaza, ولدت بمكة واجاز لها في سنة خمس وثمانمائة,
5.0,,,,ijaza, على جدها واجاز لها في سنة خمس,
836.0,,,,ijaza, اجاز لها في سنة ست وثلاثين وثمانمائة,
54.0,,,,ijaza, اجاز لها في سنة اربع وخمسين,
29.0,,,,ijaza, واجاز لها في سنة تسع وعشرين,
36.0,,,,ijaza, اجاز لها في سنة ست وثلاثين,
769.0,,,,ijaza, بن المحب ام الخير الطبرية المكية امها حبشية لا بيها سمعت بمكة من الكمال بن حبيب واجاز لها في سنة تسع وستين وسبعمائة,
36.0,,,,ijaza, واجاز لها في سنة ست وثلاثين,
25.0,End of,اخر,,ijaza, ملك سمعت معنا على بعض مشايخنا وسمعنا منها مع اخيها بدمشق واخر ما اجازت في استدعاء ابني محمد في سنة خمس وعشرين,
76.0,,,,ijaza, ظنا واجاز لها في سنة ست وسبعين,
773.0,,,,ijaza, اجاز لها في سنة ثلاث وسبعين وسبعمائة,
67.0,,,,ijaza, واجاز لها في سنة سبع وستين,
805.0,,,,ijaza, واجاز لها في سنة خمس وثمانمائة,
15.0,,,,ijaza, وذكرها شيخنا في معجمه فقال اجازت لرابعها واخواتها في سنة خمس عشرة,
,,,,ijaza, واجازت لها في سنة,
95.0,,,,ijaza, واجاز لها في سنة خمس وتسعين,
30.0,,,,ijaza, اجاز لها في سنة ثلاثين,
755.0,,,,ijaza, اجاز لها في سنة خمس وخمسين وسبعمائة,
36.0,,,,ijaza, واجاز لها في سنة ست وثلاثين,
40.0,,,,ijaza, او التي بعدها واجاز لها في اوائل سنة اربعين,
814.0,,,,ijaza, اجاز لها في سنة اربع عشرة وثمانمائة,
54.0,,,,ijaza, واجاز لها في سنة اربع وخمسين,
36.0,,,,ijaza, اجاز لها في سنة ست وثلاثين,
36.0,,,,ijaza, اجاز لها في سنة ست وثلاثين,
806.0,,,,ijaza, اجاز لها في سنة ست وثمانمائة,
,,,,ijaza, واجاز لها في سنة,
36.0,,,,ijaza, على جدها الزين الطبري واجاز لها في سنة ست وثلاثين,
98.0,,,,ijaza, اجاز لها في سنة ثمان وتسعين,
36.0,,,,ijaza, اجاز لها في سنة ست وثلاثين,
,,,,ijaza, اجاز لها في سنة,
