,index,value_counts
1436,لبلاطنس,1
1435,بطرا,1
1434,سوط واو,1
1433,البرلسي,1
1432,البهنسي,1
1430,الغزنوي,1
1445,وجرجان,1
1429,وهرمز,1
1428,الدماصي,1
1427,مشهد صالح,1
1426,تربة الزمام,1
1425,دار الطعم,1
1424,بنى,1
1423,جاركس,1
1422,المكاري,1
1421,جمادى,1
1420,ولده,1
1419,زركش,1
1418,روح,1
1444,جاجرم,1
1446,لجزولة,1
1416,بني ثقبه,1
1461,السين,1
1473,لسوبين,1
1472,السوبيني,1
1471,السدرسي,1
1470,دير زينون,1
1469,البئر,1
1468,زراتيت,1
1467,السوهائي,1
1466,الغراقي,1
1465,لجلجوليا,1
1464,جعبر,1
1463,لارميون,1
1462,الباخرزي,1
1460,الاقفاصي,1
1447,البرشاني,1
1459,الانبابي,1
1458,لانبابة,1
1457,جيزة,1
1456,تركية,1
1455,الباحسيتي,1
1454,البارنباري,1
1453,لبارنبار,1
1452,طنبدي,1
1451,البجائي,1
1450,لبجاية,1
1449,لبردين,1
1448,لبرزلة,1
1417,الزرزر,1
1415,الجركسية,1
1475,بيت بني الجيعان,1
1370,القلفاط,1
1382,لكازرون,1
1381,الكازروني,1
1380,لكرمان,1
1379,الكفري,1
1378,الكفيري,1
1377,أبين,1
1376,نطوبس,1
1375,القائد,1
1374,البالسي,1
1373,الوسطاني,1
1372,ردأن,1
1371,النفيائي,1
1369,بالقابسي,1
1384,القيسراني,1
1368,بني خصيب,1
1367,بالمنهلي,1
1366,مكة المشرفة,1
1365,القدسي,1
1364,المحرقة,1
1363,بالخواصين,1
1362,سخاوسنهور,1
1361,بني الخابوري,1
1360,لادكو,1
1359,لابوصير,1
1358,بتيزين,1
1357,باستادار,1
1383,لقيسارية,1
1385,لقويسنة,1
1414,الزنيية,1
1401,بالحريرين,1
1413,الجناير,1
1412,ببسق,1
1411,بيبي,1
1410,العبلا,1
1409,بالمليسا,1
1408,مآرب,1
1407,المحرقى,1
1406,باللاطنقشية,1
1405,حنتم,1
1404,المرداني,1
1403,بالبقاعى,1
1402,البروجردى,1
1400,الكافروي,1
1386,لقوص,1
1398,الحلاوية,1
1397,آدم,1
1396,بنو,1
1395,القليوبي,1
1394,عربشاه,1
1393,الأجر,1
1392,بني الكويز,1
1391,القرطبي,1
1390,القسنطيني,1
1389,القليبي,1
1388,بني سلسيل,1
1387,القوصي,1
1474,لسوها,1
1476,الشارمساحي,1
1594,الكيزاني,1
1551,ونويرة,1
1563,التلواني,1
1562,نكد,1
1561,البشتكية,1
1560,شيشين,1
1559,العمدة,1
1558,لصنندفا,1
1557,آليان,1
1556,المملكة المصرية,1
1555,عرفان,1
1554,الماغوصة,1
1553,أم القرى,1
1552,أفرش,1
1550,أديار,1
1565,بالقبانة,1
1549,بنيزيز,1
1548,همزة ممالة,1
1547,شبنكالة,1
1546,لاصبهان,1
1545,خربة روحاء,1
1544,باب الجديد,1
1543,السنقورية,1
1542,هاء,1
1541,لسوهاء,1
1540,ضم المهملة,1
1539,بالاسنوي,1
1538,العافية,1
1564,الركسنية,1
1566,الكنز,1
1536,السلسلة,1
1581,الكركي,1
1593,الحناوي,1
1592,شهامة,1
1591,الواو,1
1590,تحت جبل,1
1589,درسه,1
1588,ببحرق,1
1587,القرطبية,1
1586,سيدي حبيب,1
1585,للمحمودية,1
1584,بنواج,1
1583,ببزوك,1
1582,أرقطاي,1
1580,بالدماتر,1
1567,بشقان,1
1579,القولنج,1
1578,بشيشين الكوم,1
1577,ابن زهرة,1
1576,العين الزرقاء,1
1575,تربته,1
1574,سمندره,1
1573,بازان,1
1572,للكاملية,1
1571,رباطه,1
1570,بالخانقان,1
1569,الزهومة,1
1568,عين ثرمان,1
1537,بالخيف,1
1535,وقتابل,1
1477,لطبلاوة,1
1491,لدهمرو,1
1503,املحلة,1
1502,شبري النخلة,1
1501,انلغد,1
1500,بحارة زويلة,1
1499,عجيسة,1
1498,الجناجي,1
1497,الحبيشي,1
1496,الحصكفي,1
1495,فتح,1
1494,خجند,1
1493,الدفري,1
1492,الدفريين,1
1490,الدواخلي,1
1505,صر,1
1489,الدواني,1
1488,سربام,1
1487,الذيبي,1
1486,الذيبة,1
1485,وذيبة,1
1484,ذيبي,1
1483,للزبيرية,1
1482,الزراتيتي,1
1481,العينوسي,1
1480,العيزرية,1
1479,العيزري,1
1478,لطلخا,1
1504,ازلان,1
1506,لغنجار,1
1534,بالنابتية,1
1521,طبيبة,1
1533,الجردكية,1
1532,بيت وجاهة,1
1531,وبالبيبرسية,1
1530,بالزواية,1
1529,بيدمر,1
1528,بالاتابكية,1
1527,أملاق زائد,1
1526,الإيوان,1
1525,وطنتدا,1
1524,القانبيهية,1
1523,الشريفة,1
1522,أبي زويلة,1
1520,طبية,1
1507,لعبك,1
1519,بقنيطرة,1
1518,بربره,1
1517,بني العجمي,1
1516,الروضة النبوية,1
1515,الخانقاة,1
1514,دمش,1
1513,ازدمر,1
1512,رمان,1
1511,الحسام,1
1510,ألدكن,1
1509,ترب الأشرف,1
1508,بالازهروحضر,1
2798,فاطمة,1
